# 資料庫版本: 20171105
編號	集	頁	部首	部外畫數	字
3312	辰	172	月	8	期
3313	辰	172	月	10	朢
3314	辰	172	月	14	朦
3315	辰	172	月	16	朧
3316	辰	172	木	0	木
3317	辰	172	木	1	未
3318	辰	172	木	1	末
3319	辰	173	木	1	本
3320	辰	173	木	1	札
3321	辰	173	木	1	朮
3322	辰	173	木	2	朱
3323	辰	173	木	2	朴
3324	辰	173	木	2	朵
3325	辰	173	木	2	机
3326	辰	173	木	2	朽
3327	辰	173	木	2	朿
3328	辰	173	木	2	朹
3329	辰	173	木	2	朻
3330	辰	173	木	2	朼
3331	辰	173	木	2	朶
3332	辰	173	木	3	杆
3333	辰	173	木	3	杇
3334	辰	173	木	3	杈
3335	辰	173	木	3	杉
3336	辰	173	木	3	杌
3337	辰	173	木	3	李
3338	辰	173	木	3	杏
3339	辰	173	木	3	材
3340	辰	174	木	3	村
3341	辰	174	木	3	杓
3342	辰	174	木	3	杖
3343	辰	174	木	3	杙
3344	辰	174	木	3	杜
3345	辰	174	木	3	杞
3346	辰	174	木	3	束
3347	辰	174	木	3	杠
3348	辰	174	木	3	杅
3349	辰	174	木	3	杕
3350	辰	174	木	3	𣏋
3351	辰	174	木	3	杝
3352	辰	174	木	3	条
3353	辰	174	木	4	杪
3354	辰	174	木	4	杭
3355	辰	174	木	4	杮
3356	辰	174	木	4	杯
3357	辰	174	木	4	東
3358	辰	174	木	4	杲
3359	辰	174	木	4	杳
3360	辰	175	木	4	杵
3361	辰	175	木	4	杷
3362	辰	175	木	4	杻
3363	辰	175	木	4	杼
3364	辰	175	木	4	松
3365	辰	175	木	4	板
3366	辰	175	木	4	枇
3367	辰	175	木	4	枉
3368	辰	175	木	4	枋
3369	辰	175	木	4	枌
3370	辰	175	木	4	枏
3371	辰	175	木	4	析
3372	辰	175	木	4	枒
3373	辰	175	木	4	枓
3374	辰	175	木	4	枕
3375	辰	175	木	4	林
3376	辰	175	木	4	枘
3377	辰	175	木	4	枚
3378	辰	176	木	4	果
3379	辰	176	木	4	枝
3380	辰	176	木	4	杬
3381	辰	176	木	4	𣏕
3382	辰	176	木	4	杴
3383	辰	176	木	4	杶
3384	辰	176	木	4	极
3385	辰	176	木	4	枑
3386	辰	176	木	4	杰
3387	辰	176	木	5	枯
3388	辰	176	木	5	枰
3389	辰	176	木	5	枱
3390	辰	176	木	5	枲
3391	辰	176	木	5	枳
3392	辰	176	木	5	柺
3393	辰	176	木	5	枵
3394	辰	176	木	5	架
3395	辰	176	木	5	枷
3396	辰	176	木	5	枸
3397	辰	176	木	5	枹
3398	辰	176	木	5	枻
3399	辰	176	木	5	枿
3400	辰	177	木	5	柁
3401	辰	177	木	5	柂
3402	辰	177	木	5	柄
3403	辰	177	木	5	柈
3404	辰	177	木	5	柏
3405	辰	177	木	5	某
3406	辰	177	木	5	柑
3407	辰	177	木	5	柒
3408	辰	177	木	5	染
3409	辰	177	木	5	柔
3410	辰	177	木	5	柘
3411	辰	177	木	5	柙
3412	辰	177	木	5	柚
3413	辰	177	木	5	柝
3414	辰	177	木	5	柞
3415	辰	177	木	5	柢
3416	辰	177	木	5	查
3417	辰	177	木	5	柩
3418	辰	177	木	5	柬
3419	辰	177	木	5	柮
3420	辰	177	木	5	柯
3421	辰	177	木	5	柰
3422	辰	177	木	5	柱
3423	辰	177	木	5	柳
3424	辰	178	木	5	柴
3425	辰	178	木	5	柵
3426	辰	178	木	5	柷
3427	辰	178	木	5	枿
3428	辰	178	木	5	柅
3429	辰	178	木	5	柍
3430	辰	178	木	5	柎
3431	辰	178	木	5	柛
3432	辰	178	木	5	柜
3433	辰	178	木	5	柣
3434	辰	178	木	5	柤
3435	辰	178	木	5	柲
3436	辰	178	木	5	柶
3437	辰	178	木	6	栓
3438	辰	178	木	6	栖
3439	辰	178	木	6	栗
3440	辰	178	木	6	枅
3441	辰	178	木	6	校
3442	辰	178	木	6	栩
3443	辰	178	木	6	株
3444	辰	178	木	6	栱
3445	辰	178	木	6	栲
3446	辰	179	木	6	栵
3447	辰	179	木	6	核
3448	辰	179	木	6	根
3449	辰	179	木	6	格
3450	辰	179	木	6	栽
3451	辰	179	木	6	桀
3452	辰	179	木	6	桁
3453	辰	179	木	6	桂
3454	辰	179	木	6	桃
3455	辰	179	木	6	桅
3456	辰	179	木	6	框
3457	辰	179	木	6	案
3458	辰	179	木	6	桉
3459	辰	179	木	6	桌
3460	辰	179	木	6	桎
3461	辰	179	木	6	桐
3462	辰	179	木	6	桑
3463	辰	179	木	6	桓
3464	辰	180	木	6	桔
3465	辰	180	木	6	桕
3466	辰	180	木	6	栒
3467	辰	180	木	6	栘
3468	辰	180	木	6	栝
3469	辰	180	木	6	栨
3470	辰	180	木	6	栫
3471	辰	180	木	6	栭
3472	辰	180	木	6	栯
3473	辰	180	木	6	栰
3474	辰	180	木	6	栳
3475	辰	180	木	6	栴
3476	辰	180	木	6	栻
3477	辰	180	木	6	桄
3478	辰	180	木	6	桋
3479	辰	180	木	6	栮
3480	辰	180	木	6	荣
3481	辰	180	木	6	栢
3482	辰	180	木	6	栛
3483	辰	180	木	7	桬
3484	辰	180	木	7	桮
3485	辰	180	木	7	桴
3486	辰	180	木	7	桶
3487	辰	180	木	7	桷
3488	辰	180	木	7	梁
3489	辰	181	木	7	梃
3490	辰	181	木	7	梅
3491	辰	181	木	7	梏
3492	辰	181	木	7	梓
3493	辰	181	木	7	梔
3494	辰	181	木	7	梗
3495	辰	181	木	7	條
3496	辰	181	木	7	梟
3497	辰	181	木	7	梢
3498	辰	181	木	7	梧
3499	辰	181	木	7	梩
3500	辰	181	木	7	梯
3501	辰	181	木	7	梭
3502	辰	181	木	7	械
3503	辰	181	木	7	梳
3504	辰	181	木	7	梴
3505	辰	181	木	7	梵
3506	辰	181	木	7	桫
3507	辰	181	木	7	㭨
3508	辰	181	木	7	桰
3509	辰	182	木	7	桲
3510	辰	182	木	7	桹
3511	辰	182	木	7	桾
3512	辰	182	木	7	梆
3513	辰	182	木	7	梌
3514	辰	182	木	7	梐
3515	辰	182	木	7	梖
3516	辰	182	木	7	梛
3517	辰	182	木	7	梜
3518	辰	182	木	7	梠
3519	辰	182	木	7	梡
3520	辰	182	木	7	梣
3521	辰	182	木	7	梬
3522	辰	182	木	7	梮
3523	辰	182	木	7	梱
3524	辰	182	木	7	梲
3525	辰	182	木	7	梨
3526	辰	182	木	7	梹
3527	辰	182	木	8	棃
3528	辰	182	木	8	棄
3529	辰	182	木	8	棉
3530	辰	182	木	8	棊
3531	辰	182	木	8	棋
3532	辰	182	木	8	棍
3533	辰	182	木	8	棐
3534	辰	182	木	8	棒
3535	辰	182	木	8	棖
3536	辰	182	木	8	棗
3537	辰	182	木	8	棘
3538	辰	183	木	8	棙
3539	辰	183	木	8	棚
3540	辰	183	木	8	棟
3541	辰	183	木	8	棠
3542	辰	183	木	8	棣
3543	辰	183	木	8	棧
3544	辰	183	木	8	棨
3545	辰	183	木	8	棫
3546	辰	183	木	8	棬
3547	辰	183	木	8	森
3548	辰	183	木	8	棰
3549	辰	183	木	8	棱
3550	辰	183	木	8	棲
3551	辰	183	木	8	棹
3552	辰	183	木	8	棺
3553	辰	183	木	8	棻
3554	辰	183	木	8	棼
3555	辰	183	木	8	椁
3556	辰	183	木	8	椀
3557	辰	183	木	8	椅
3558	辰	183	木	8	植
3559	辰	184	木	8	椎
3560	辰	184	木	8	椒
3561	辰	184	木	8	椓
3562	辰	184	木	8	棓
3563	辰	184	木	8	棔
3564	辰	184	木	8	棜
3565	辰	184	木	8	棪
3566	辰	184	木	8	棵
3567	辰	184	木	8	椄
3568	辰	184	木	8	栟
3569	辰	184	木	8	椇
3570	辰	184	木	8	椈
3571	辰	184	木	8	椋
3572	辰	184	木	8	椌
3573	辰	184	木	8	椏
3574	辰	184	木	8	椐
3575	辰	184	木	8	椑
3576	辰	184	木	8	棕
3577	辰	184	木	9	椰
3578	辰	184	木	9	椶
3579	辰	184	木	9	椷
3580	辰	184	木	9	椸
3581	辰	184	木	9	椹
3582	辰	184	木	9	椽
3583	辰	184	木	9	椿
3584	辰	185	木	9	楅
3585	辰	185	木	9	楊
3586	辰	185	木	9	楓
3587	辰	185	木	9	楗
3588	辰	185	木	9	楘
3589	辰	185	木	9	楚
3590	辰	185	木	9	楞
3591	辰	185	木	9	榆
3592	辰	185	木	9	楣
3593	辰	185	木	9	楨
3594	辰	185	木	9	楩
3595	辰	185	木	9	楫
3596	辰	185	木	9	業
3597	辰	185	木	9	楮
3598	辰	185	木	9	楯
3599	辰	185	木	9	楰
3600	辰	185	木	9	極
3601	辰	185	木	9	楷
3602	辰	185	木	9	楸
3603	辰	185	木	9	楹
3604	辰	186	木	9	椔
3605	辰	186	木	9	椳
3606	辰	186	木	9	椴
3607	辰	186	木	9	椵
3608	辰	186	木	9	椾
3609	辰	186	木	9	楂
3610	辰	186	木	9	楄
3611	辰	186	木	9	楎
3612	辰	186	木	9	楔
3613	辰	186	木	9	楖
3614	辰	186	木	9	楙
3615	辰	186	木	9	楛
3616	辰	186	木	9	楝
3617	辰	186	木	9	楟
3618	辰	186	木	9	楢
3619	辰	186	木	9	楥
3620	辰	186	木	9	楬
3621	辰	186	木	9	楲
3622	辰	186	木	9	楠
3623	辰	186	木	10	榔
3624	辰	186	木	10	榕
3625	辰	186	木	10	榖
3626	辰	186	木	10	榛
3627	辰	186	木	10	榜
3628	辰	186	木	10	榦
3629	辰	186	木	10	榨
3630	辰	186	木	10	榫
3631	辰	187	木	10	榭
3632	辰	187	木	10	榮
3633	辰	187	木	10	榱
3634	辰	187	木	10	榷
3635	辰	187	木	10	榻
3636	辰	187	木	10	榼
3637	辰	187	木	10	榾
3638	辰	187	木	10	槀
3639	辰	187	木	10	槁
3640	辰	187	木	10	槃
3641	辰	187	木	10	槊
3642	辰	187	木	10	構
3643	辰	187	木	10	槌
3644	辰	187	木	10	槍
3645	辰	187	木	10	槎
3646	辰	187	木	10	槐
3647	辰	187	木	10	榎
3648	辰	187	木	10	榑
3649	辰	187	木	10	榠
3650	辰	187	木	10	榤
3651	辰	187	木	10	榥
3652	辰	187	木	10	榧
3653	辰	187	木	10	榰
3654	辰	187	木	10	㮰
3655	辰	187	木	10	榿
3656	辰	187	木	10	槅
3657	辰	188	木	10	槉
3658	辰	188	木	10	槕
3659	辰	188	木	10	槓
3660	辰	188	木	10	榴
3661	辰	188	木	10	𣗳
3662	辰	188	木	10	槖
3663	辰	188	木	11	槪
3664	辰	188	木	11	槮
3665	辰	188	木	11	槱
3666	辰	188	木	11	槳
3667	辰	188	木	11	槹
3668	辰	188	木	11	槽
3669	辰	188	木	11	槿
3670	辰	188	木	11	樂
3671	辰	188	木	11	樅
3672	辰	188	木	11	樊
3673	辰	188	木	11	樑
3674	辰	188	木	11	樓
3675	辰	188	木	11	樗
3676	辰	188	木	11	標
3677	辰	188	木	11	樛
3678	辰	188	木	11	樞
3679	辰	188	木	11	樟
3680	辰	189	木	11	模
3681	辰	189	木	11	樣
3682	辰	189	木	11	槤
3683	辰	189	木	11	槥
3684	辰	189	木	11	槧
3685	辰	189	木	11	槬
3686	辰	189	木	11	槭
3687	辰	189	木	11	槲
3688	辰	189	木	11	槵
3689	辰	189	木	11	槷
3690	辰	189	木	11	槻
3691	辰	189	木	11	樁
3692	辰	189	木	11	樆
3693	辰	189	木	11	樏
3694	辰	189	木	11	𣘦
3695	辰	189	木	11	樕
3696	辰	189	木	11	樝
3697	辰	189	木	11	樠
3698	辰	189	木	11	樐
3699	辰	189	木	11	槩
3700	辰	189	木	11	槨
3701	辰	189	木	11	㯃
3702	辰	189	木	12	樲
3703	辰	189	木	12	樵
3704	辰	189	木	12	樸
3705	辰	190	木	12	樹
3706	辰	190	木	12	樺
3707	辰	190	木	12	樽
3708	辰	190	木	12	樾
3709	辰	190	木	12	橄
3710	辰	190	木	12	橈
3711	辰	190	木	12	橊
3712	辰	190	木	12	橋
3713	辰	190	木	12	橐
3714	辰	190	木	12	橕
3715	辰	190	木	12	橘
3716	辰	190	木	12	橙
3717	辰	190	木	12	橛
3718	辰	190	木	12	機
3719	辰	190	木	12	橡
3720	辰	190	木	12	橢
3721	辰	190	木	12	橫
3722	辰	190	木	12	樳
3723	辰	190	木	12	樴
3724	辰	191	木	12	樿
3725	辰	191	木	12	橇
3726	辰	191	木	12	橉
3727	辰	191	木	12	橑
3728	辰	191	木	12	橤
3729	辰	191	木	12	橦
3730	辰	191	木	12	橧
3731	辰	191	木	12	橜
3732	辰	191	木	12	樷
3733	辰	191	木	13	橿
3734	辰	191	木	13	檀
3735	辰	191	木	13	檄
3736	辰	191	木	13	檉
3737	辰	191	木	13	檎
3738	辰	191	木	13	檐
3739	辰	191	木	13	檔
3740	辰	191	木	13	檜
3741	辰	191	木	13	檟
3742	辰	191	木	13	檠
3743	辰	191	木	13	檢
3744	辰	191	木	13	檣
3745	辰	191	木	13	檃
3746	辰	191	木	13	檇
3747	辰	191	木	13	檍
3748	辰	191	木	13	檖
3749	辰	192	木	13	檗
3750	辰	192	木	13	檛
3751	辰	192	木	13	檥
3752	辰	192	木	13	檨
3753	辰	192	木	13	檝
3754	辰	192	木	13	㯳
3755	辰	192	木	14	檬
3756	辰	192	木	14	檮
3757	辰	192	木	14	檯
3758	辰	192	木	14	檳
3759	辰	192	木	14	檸
3760	辰	192	木	14	檻
3761	辰	192	木	14	檾
3762	辰	192	木	14	檿
3763	辰	192	木	14	櫂
3764	辰	192	木	14	櫃
3765	辰	192	木	14	檴
3766	辰	192	木	14	檵
3767	辰	192	木	14	檷
3768	辰	192	木	14	㯺
3769	辰	192	木	14	櫈
3770	辰	192	木	15	櫓
3771	辰	192	木	15	櫚
3772	辰	192	木	15	櫛
3773	辰	192	木	15	櫜
3774	辰	192	木	15	櫝
3775	辰	192	木	15	櫟
3776	辰	193	木	15	櫍
3777	辰	193	木	15	櫑
3778	辰	193	木	15	櫙
3779	辰	193	木	15	櫞
3780	辰	193	木	16	櫪
3781	辰	193	木	16	櫫
3782	辰	193	木	16	櫬
3783	辰	193	木	16	櫱
3784	辰	193	木	16	櫳
3785	辰	193	木	16	櫧
3786	辰	193	木	16	櫨
3787	辰	193	木	16	櫰
3788	辰	193	木	16	㰍
3789	辰	193	木	17	櫺
3790	辰	193	木	17	櫻
3791	辰	193	木	17	欄
3792	辰	193	木	17	櫸
3793	辰	193	木	17	櫾
3794	辰	193	木	17	欀
3795	辰	193	木	17	欂
3796	辰	193	木	17	欃
3797	辰	193	木	18	權
3798	辰	193	木	19	欒
3799	辰	193	木	19	欏
3800	辰	194	木	19	欐
3801	辰	194	木	19	欑
3802	辰	194	木	21	欖
3803	辰	194	木	21	欘
3804	辰	194	木	21	欙
3805	辰	194	木	21	欛
3806	辰	194	木	22	欝
3807	辰	194	欠	0	欠
3808	辰	194	欠	2	次
3809	辰	194	欠	2	欢
3810	辰	194	欠	4	欣
3811	辰	194	欠	6	欬
3812	辰	194	欠	6	欱
3813	辰	194	欠	7	欲
3814	辰	194	欠	7	欷
3815	辰	194	欠	7	欸
3816	辰	194	欠	7	欵
3817	辰	194	欠	8	欺
3818	辰	194	欠	8	欽
3819	辰	194	欠	8	款
3820	辰	195	欠	8	欿
3821	辰	195	欠	8	欻
3822	辰	195	欠	8	欹
3823	辰	195	欠	8	欼
3824	辰	195	欠	9	歃
3825	辰	195	欠	9	歆
3826	辰	195	欠	9	歇
3827	辰	195	欠	9	敫
3828	辰	195	欠	9	歈
3829	辰	195	欠	10	歉
3830	辰	195	欠	10	歌
3831	辰	195	欠	10	歊
3832	辰	195	欠	11	歎
3833	辰	195	欠	11	歐
3834	辰	195	欠	12	歔
3835	辰	195	欠	12	歙
3836	辰	195	欠	12	歗
3837	辰	195	欠	13	歜
3838	辰	195	欠	14	歟
3839	辰	195	欠	15	歠
3840	辰	195	欠	18	歡
3841	辰	196	止	0	止
3842	辰	196	止	1	正
3843	辰	196	止	2	此
3844	辰	196	止	3	步
3845	辰	196	止	4	武
3846	辰	196	止	4	歧
3847	辰	196	止	5	歪
3848	辰	196	止	6	歭
3849	辰	196	止	9	歰
3850	辰	196	止	9	歲
3851	辰	196	止	10	歰
3852	辰	196	止	12	歷
3853	辰	196	止	14	歸
3854	辰	197	歹	0	歹
3855	辰	197	歹	2	死
3856	辰	197	歹	4	殀
3857	辰	197	歹	4	殁
3858	辰	197	歹	4	歾
3859	辰	197	歹	5	殂
3860	辰	197	歹	5	殃
3861	辰	197	歹	5	殄
3862	辰	197	歹	5	殆
3863	辰	197	歹	6	殉
3864	辰	197	歹	6	殊
3865	辰	197	歹	6	殈
3866	辰	197	歹	7	殍
3867	辰	197	歹	8	殖
3868	辰	197	歹	8	殘
3869	辰	198	歹	9	殛
3870	辰	198	歹	10	殞
3871	辰	198	歹	11	殣
3872	辰	198	歹	11	殤
3873	辰	198	歹	11	殥
3874	辰	198	歹	12	殪
3875	辰	198	歹	12	殫
3876	辰	198	歹	13	殭
3877	辰	198	歹	13	殮
3878	辰	198	歹	14	殯
3879	辰	198	歹	15	殰
3880	辰	198	歹	17	殲
3881	辰	198	殳	0	殳
3882	辰	198	殳	5	段
3883	辰	198	殳	6	殷
3884	辰	198	殳	7	殺
3885	辰	198	殳	8	殽
3886	辰	199	殳	8	殼
3887	辰	199	殳	9	殿
3888	辰	199	殳	9	毀
3889	辰	199	殳	10	毃
3890	辰	199	殳	10	毄
3891	辰	199	殳	11	毅
3892	辰	199	殳	11	毆
3893	辰	199	殳	12	毈
3894	辰	199	殳	13	㲉
3895	辰	199	毋	0	毋
3896	辰	199	毋	0	毌
3897	辰	199	毋	0	○
3898	辰	199	毋	1	母
3899	辰	199	毋	3	每
3900	辰	199	毋	4	毒
3901	辰	200	毋	9	毓
3902	辰	200	比	0	比
3903	辰	200	比	5	毖
3904	辰	200	比	5	毗
3905	辰	200	比	5	毘
3906	辰	200	比	6	𣬉
3907	辰	200	比	13	毚
3908	辰	200	毛	0	毛
3909	辰	200	毛	5	毡
3910	辰	200	毛	6	毣
3911	辰	200	毛	6	毧
3912	辰	200	毛	6	毨
3913	辰	200	毛	7	毫
3914	辰	200	毛	7	毬
3915	辰	200	毛	8	毯
3916	辰	201	毛	8	毳
3917	辰	201	毛	9	毹
3918	辰	201	毛	9	毷
3919	辰	201	毛	9	毻
3920	辰	201	毛	9	毽
3921	辰	201	毛	10	毾
3922	辰	201	毛	11	毿
3923	辰	201	毛	11	氂
3924	辰	201	毛	12	氄
3925	辰	201	毛	12	氅
3926	辰	201	毛	12	㲪
3927	辰	201	毛	12	氆
3928	辰	201	毛	13	氈
3929	辰	201	毛	13	氉
3930	辰	201	毛	15	氌
3931	辰	201	毛	18	氍
3932	辰	201	毛	18	㲲
3933	辰	201	氏	0	氏
3934	辰	201	氏	1	氐
3935	辰	201	氏	1	民
3936	辰	202	氏	4	氓
3937	辰	202	气	0	气
3938	辰	202	气	4	氛
3939	辰	202	气	4	氜
3940	辰	202	气	4	氝
3941	辰	202	气	4	𣱙
3942	辰	202	气	6	氣
3943	辰	202	气	6	氤
3944	辰	202	气	6	氥
3945	辰	202	气	7	氪
3946	辰	202	气	8	氯
3947	辰	202	气	10	氳
3948	巳	203	水	0	水
3949	巳	203	水	1	永
3950	巳	203	水	1	氷
3951	巳	203	水	2	氾
3952	巳	203	水	2	氿
3953	巳	203	水	2	汀
3954	巳	203	水	2	汁
3955	巳	203	水	2	求
3956	巳	203	水	2	汆
3957	巳	203	水	3	汊
3958	巳	203	水	3	汎
3959	巳	203	水	3	汏
3960	巳	203	水	3	汐
3961	巳	203	水	3	汔
3962	巳	203	水	3	汕
3963	巳	203	水	3	汗
3964	巳	203	水	3	汙
3965	巳	203	水	3	汛
3966	巳	204	水	3	汜
3967	巳	204	水	3	汝
3968	巳	204	水	3	汞
3969	巳	204	水	3	江
3970	巳	204	水	3	池
3971	巳	204	水	3	汋
3972	巳	204	水	3	汍
3973	巳	204	水	3	污
3974	巳	204	水	3	汣
3975	巳	204	水	4	汨
3976	巳	204	水	4	汪
3977	巳	204	水	4	汭
3978	巳	204	水	4	汰
3979	巳	204	水	4	汲
3980	巳	204	水	4	汴
3981	巳	204	水	4	汶
3982	巳	204	水	4	決
3983	巳	204	水	4	汽
3984	巳	204	水	4	汾
3985	巳	204	水	4	沁
3986	巳	205	水	4	沂
3987	巳	205	水	4	沃
3988	巳	205	水	4	沆
3989	巳	205	水	4	沈
3990	巳	205	水	4	沌
3991	巳	205	水	4	沐
3992	巳	205	水	4	沒
3993	巳	205	水	4	沓
3994	巳	205	水	4	沔
3995	巳	205	水	4	沖
3996	巳	205	水	4	沙
3997	巳	205	水	4	沚
3998	巳	205	水	4	沛
3999	巳	205	水	4	汮
4000	巳	205	水	4	沄
4001	巳	205	水	4	沅
4002	巳	205	水	4	沇
4003	巳	205	水	4	沍
4004	巳	206	水	4	沘
4005	巳	206	水	4	沜
4006	巳	206	水	4	沕
4007	巳	206	水	4	沉
4008	巳	206	水	4	没
4009	巳	206	水	5	沫
4010	巳	206	水	5	沬
4011	巳	206	水	5	沮
4012	巳	206	水	5	沱
4013	巳	206	水	5	沲
4014	巳	206	水	5	河
4015	巳	206	水	5	沴
4016	巳	206	水	5	沸
4017	巳	206	水	5	油
4018	巳	206	水	5	治
4019	巳	206	水	5	沼
4020	巳	206	水	5	沽
4021	巳	206	水	5	沾
4022	巳	206	水	5	沿
4023	巳	207	水	5	況
4024	巳	207	水	5	泂
4025	巳	207	水	5	泄
4026	巳	207	水	5	泅
4027	巳	207	水	5	泆
4028	巳	207	水	5	泉
4029	巳	207	水	5	泊
4030	巳	207	水	5	泌
4031	巳	207	水	5	泐
4032	巳	207	水	5	泓
4033	巳	207	水	5	泔
4034	巳	207	水	5	法
4035	巳	207	水	5	泗
4036	巳	207	水	5	泚
4037	巳	207	水	5	泛
4038	巳	207	水	5	泝
4039	巳	208	水	5	泡
4040	巳	208	水	5	波
4041	巳	208	水	5	泣
4042	巳	208	水	5	泥
4043	巳	208	水	5	注
4044	巳	208	水	5	泫
4045	巳	208	水	5	泮
4046	巳	208	水	5	泯
4047	巳	208	水	5	泰
4048	巳	208	水	5	泱
4049	巳	208	水	5	泲
4050	巳	208	水	5	泳
4051	巳	208	水	5	沭
4052	巳	208	水	5	沶
4053	巳	208	水	5	泃
4054	巳	208	水	5	泑
4055	巳	208	水	5	泒
4056	巳	208	水	5	泖
4057	巳	208	水	5	泜
4058	巳	208	水	5	泠
4059	巳	209	水	5	泭
4060	巳	209	水	5	泪
4061	巳	209	水	9	洄
4062	巳	209	水	9	洊
4063	巳	209	水	9	洋
4064	巳	209	水	9	洌
4065	巳	209	水	9	洎
4066	巳	209	水	9	洒
4067	巳	209	水	9	洗
4068	巳	209	水	9	洙
4069	巳	209	水	9	洚
4070	巳	209	水	9	洛
4071	巳	209	水	9	洞
4072	巳	209	水	9	洟
4073	巳	209	水	9	津
4074	巳	209	水	9	洧
4075	巳	209	水	9	洩
4076	巳	209	水	9	洪
4077	巳	210	水	9	洫
4078	巳	210	水	9	洲
4079	巳	210	水	9	洳
4080	巳	210	水	9	洵
4081	巳	210	水	9	洶
4082	巳	210	水	9	洸
4083	巳	210	水	9	活
4084	巳	210	水	9	洽
4085	巳	210	水	9	派
4086	巳	210	水	9	洿
4087	巳	210	水	9	泿
4088	巳	210	水	9	洏
4089	巳	210	水	9	洑
4090	巳	210	水	9	洨
4091	巳	210	水	9	洴
4092	巳	210	水	9	洭
4093	巳	210	水	9	洮
4094	巳	210	水	9	洱
4095	巳	210	水	9	洹
4096	巳	210	水	9	洺
4097	巳	210	水	9	洼
4098	巳	210	水	7	流
4099	巳	211	水	7	浙
4100	巳	211	水	7	浚
4101	巳	211	水	7	浞
4102	巳	211	水	7	浡
4103	巳	211	水	7	浣
4104	巳	211	水	7	浥
4105	巳	211	水	7	浦
4106	巳	211	水	7	浩
4107	巳	211	水	7	浪
4108	巳	211	水	7	浬
4109	巳	211	水	7	浮
4110	巳	211	水	7	浯
4111	巳	211	水	7	浴
4112	巳	211	水	7	海
4113	巳	212	水	7	浸
4114	巳	212	水	7	浹
4115	巳	212	水	7	浼
4116	巳	212	水	7	涂
4117	巳	212	水	7	涅
4118	巳	212	水	7	涇
4119	巳	212	水	7	消
4120	巳	212	水	7	涉
4121	巳	212	水	7	涌
4122	巳	212	水	7	涎
4123	巳	212	水	7	涓
4124	巳	212	水	7	涔
4125	巳	212	水	7	涕
4126	巳	212	水	7	涖
4127	巳	212	水	7	涘
4128	巳	212	水	7	浜
4129	巳	212	水	7	浢
4130	巳	212	水	7	浭
4131	巳	212	水	7	浿
4132	巳	212	水	7	涀
4133	巳	212	水	7	涊
4134	巳	212	水	7	涐
4135	巳	212	水	7	涑
4136	巳	212	水	7	涒
4137	巳	213	水	7	涗
4138	巳	213	水	7	𣵦
4139	巳	213	水	8	涪
4140	巳	213	水	8	涯
4141	巳	213	水	8	液
4142	巳	213	水	8	涵
4143	巳	213	水	8	涸
4144	巳	213	水	8	涼
4145	巳	213	水	8	涿
4146	巳	213	水	8	淄
4147	巳	213	水	8	淅
4148	巳	213	水	8	淆
4149	巳	213	水	8	淇
4150	巳	213	水	8	淋
4151	巳	213	水	8	淑
4152	巳	213	水	8	淒
4153	巳	213	水	8	淖
4154	巳	213	水	8	淘
4155	巳	213	水	8	淙
4156	巳	213	水	8	淚
4157	巳	213	水	8	淝
4158	巳	213	水	8	淞
4159	巳	214	水	8	淟
4160	巳	214	水	8	淡
4161	巳	214	水	8	淢
4162	巳	214	水	8	淤
4163	巳	214	水	8	淥
4164	巳	214	水	8	淦
4165	巳	214	水	8	淨
4166	巳	214	水	8	淪
4167	巳	214	水	8	淫
4168	巳	214	水	8	淬
4169	巳	214	水	8	淮
4170	巳	214	水	8	深
4171	巳	214	水	8	淳
4172	巳	214	水	8	淵
4173	巳	214	水	8	混
4174	巳	215	水	8	淸
4175	巳	215	水	8	淹
4176	巳	215	水	8	淺
4177	巳	215	水	8	添
4178	巳	215	水	8	涫
4179	巳	215	水	8	𣵷
4180	巳	215	水	8	涷
4181	巳	215	水	8	淀
4182	巳	215	水	8	洴
4183	巳	215	水	8	淈
4184	巳	215	水	8	淌
4185	巳	215	水	8	淠
4186	巳	215	水	8	淩
4187	巳	215	水	8	㳿
4188	巳	215	水	8	淯
4189	巳	215	水	8	淰
4190	巳	215	水	8	淶
4191	巳	215	水	8	渃
4192	巳	215	水	8	淼
4193	巳	215	水	8	淜
4194	巳	216	水	8	清
4195	巳	216	水	9	渙
4196	巳	216	水	9	渚
4197	巳	216	水	9	減
4198	巳	216	水	9	渝
4199	巳	216	水	9	渟
4200	巳	216	水	9	渠
4201	巳	216	水	9	渡
4202	巳	216	水	9	渢
4203	巳	216	水	9	渣
4204	巳	216	水	9	渤
4205	巳	216	水	9	渥
4206	巳	216	水	9	渦
4207	巳	216	水	9	温
4208	巳	216	水	9	測
4209	巳	216	水	9	渭
4210	巳	216	水	9	港
4211	巳	216	水	9	渰
4212	巳	216	水	9	渴
4213	巳	216	水	9	游
4214	巳	217	水	9	渹
4215	巳	217	水	9	渺
4216	巳	217	水	9	渾
4217	巳	217	水	9	湄
4218	巳	217	水	9	湊
4219	巳	217	水	9	湍
4220	巳	217	水	9	湎
4221	巳	217	水	9	湑
4222	巳	217	水	9	湔
4223	巳	217	水	9	湖
4224	巳	217	水	9	湘
4225	巳	217	水	9	湛
4226	巳	217	水	9	湜
4227	巳	217	水	9	湝
4228	巳	217	水	9	湧
4229	巳	217	水	9	湫
4230	巳	217	水	9	湮
4231	巳	217	水	9	湯
4232	巳	217	水	9	湲
4233	巳	217	水	9	湃
4234	巳	218	水	9	湼
4235	巳	218	水	9	渜
4236	巳	218	水	9	渫
4237	巳	218	水	9	渮
