# 資料庫版本: 20171105
編號	集	頁	部首	部外畫數	字
5494	午	278	石	8	硾
5495	午	278	石	8	碆
5496	午	278	石	8	碉
5497	午	278	石	8	碕
5498	午	278	石	8	碍
5499	午	278	石	8	碗
5500	午	278	石	9	碣
5501	午	278	石	9	碧
5502	午	279	石	9	碩
5503	午	279	石	9	碭
5504	午	279	石	9	碲
5505	午	279	石	9	碝
5506	午	279	石	9	碞
5507	午	279	石	9	碟
5508	午	279	石	9	碡
5509	午	279	石	9	䃉
5510	午	279	石	9	碥
5511	午	279	石	9	碪
5512	午	279	石	9	碯
5513	午	279	石	9	碰
5514	午	279	石	10	確
5515	午	279	石	10	碼
5516	午	279	石	10	碾
5517	午	279	石	10	磁
5518	午	279	石	10	磅
5519	午	279	石	10	磉
5520	午	279	石	10	磊
5521	午	279	石	10	磋
5522	午	279	石	10	磐
5523	午	279	石	10	磑
5524	午	279	石	10	磔
5525	午	280	石	10	磕
5526	午	280	石	10	磌
5527	午	280	石	10	磏
5528	午	280	石	10	磇
5529	午	280	石	11	磧
5530	午	280	石	11	磨
5531	午	280	石	11	磬
5532	午	280	石	11	磢
5533	午	280	石	11	磩
5534	午	280	石	11	磛
5535	午	280	石	11	磚
5536	午	280	石	11	磡
5537	午	280	石	11	䃘
5538	午	280	石	12	磯
5539	午	280	石	12	磷
5540	午	280	石	12	磺
5541	午	280	石	12	磻
5542	午	280	石	12	磽
5543	午	280	石	12	礁
5544	午	280	石	12	磲
5545	午	280	石	12	磴
5546	午	280	石	12	磶
5547	午	280	石	12	磿
5548	午	280	石	12	𥕱
5549	午	280	石	13	礎
5550	午	280	石	13	礉
5551	午	281	石	13	礐
5552	午	281	石	13	礌
5553	午	281	石	14	礙
5554	午	281	石	14	礜
5555	午	281	石	14	礞
5556	午	281	石	14	礟
5557	午	281	石	15	礦
5558	午	281	石	15	礪
5559	午	281	石	15	礫
5560	午	281	石	15	礬
5561	午	281	石	15	礩
5562	午	281	石	15	礧
5563	午	281	石	16	礮
5564	午	281	石	16	礱
5565	午	281	石	17	礴
5566	午	281	示	0	○
5567	午	281	示	0	示
5568	午	281	示	1	礼
5569	午	281	示	2	礽
5570	午	281	示	3	社
5571	午	281	示	3	礿
5572	午	281	示	3	祀
5573	午	281	示	3	祁
5574	午	282	示	4	祆
5575	午	282	示	4	祇
5576	午	282	示	4	祈
5577	午	282	示	4	祉
5578	午	282	示	4	祊
5579	午	282	示	4	祅
5580	午	282	示	4	祋
5581	午	282	示	5	祐
5582	午	282	示	5	祓
5583	午	282	示	5	祔
5584	午	282	示	5	祕
5585	午	282	示	5	祖
5586	午	282	示	5	祗
5587	午	282	示	5	祚
5588	午	282	示	5	祛
5589	午	282	示	5	祜
5590	午	282	示	5	祝
5591	午	282	示	5	神
5592	午	283	示	5	祟
5593	午	283	示	5	祠
5594	午	283	示	5	祏
5595	午	283	示	5	䄃
5596	午	283	示	6	祥
5597	午	283	示	6	祧
5598	午	283	示	6	票
5599	午	283	示	6	祭
5600	午	283	示	6	祫
5601	午	283	示	7	祲
5602	午	283	示	7	祴
5603	午	283	示	7	祳
5604	午	283	示	8	祺
5605	午	283	示	8	祼
5606	午	283	示	8	祿
5607	午	283	示	8	禁
5608	午	283	示	8	䄍
5609	午	283	示	8	禂
5610	午	283	示	8	禀
5611	午	283	示	8	𥚈
5612	午	283	示	9	禊
5613	午	283	示	9	禋
5614	午	284	示	9	禍
5615	午	284	示	9	禎
5616	午	284	示	9	福
5617	午	284	示	9	禔
5618	午	284	示	9	禖
5619	午	284	示	9	禘
5620	午	284	示	9	禓
5621	午	284	示	9	禕
5622	午	284	示	10	禡
5623	午	284	示	10	禜
5624	午	284	示	10	禠
5625	午	284	示	11	禦
5626	午	284	示	12	禧
5627	午	284	示	12	禪
5628	午	284	示	12	禫
5629	午	284	示	12	禨
5630	午	284	示	13	禮
5631	午	284	示	13	禬
5632	午	284	示	14	禰
5633	午	284	示	14	禱
5634	午	285	示	17	禳
5635	午	285	示	17	禴
5636	午	285	禸	0	禸
5637	午	285	禸	4	禹
5638	午	285	禸	4	禺
5639	午	285	禸	6	离
5640	午	285	禸	8	禽
5641	午	285	禾	0	禾
5642	午	285	禾	0	𥝌
5643	午	285	禾	2	禿
5644	午	285	禾	2	秀
5645	午	285	禾	2	私
5646	午	285	禾	3	秉
5647	午	285	禾	3	秆
5648	午	285	禾	3	秅
5649	午	285	禾	3	秈
5650	午	285	禾	4	秋
5651	午	286	禾	4	科
5652	午	286	禾	4	秒
5653	午	286	禾	4	秔
5654	午	286	禾	4	秕
5655	午	286	禾	4	秖
5656	午	286	禾	5	秘
5657	午	286	禾	5	租
5658	午	286	禾	5	秣
5659	午	286	禾	5	秤
5660	午	286	禾	5	秦
5661	午	286	禾	5	秧
5662	午	286	禾	5	秩
5663	午	286	禾	5	秬
5664	午	286	禾	5	秭
5665	午	286	禾	5	秠
5666	午	286	禾	5	秫
5667	午	286	禾	6	秸
5668	午	286	禾	6	移
5669	午	286	禾	7	稀
5670	午	286	禾	7	稂
5671	午	286	禾	7	稅
5672	午	287	禾	7	稈
5673	午	287	禾	7	程
5674	午	287	禾	7	稌
5675	午	287	禾	7	稍
5676	午	287	禾	7	稃
5677	午	287	禾	7	稊
5678	午	287	禾	7	稉
5679	午	287	禾	8	稔
5680	午	287	禾	8	稗
5681	午	287	禾	8	稙
5682	午	287	禾	8	稚
5683	午	287	禾	8	稛
5684	午	287	禾	8	稜
5685	午	287	禾	8	稟
5686	午	287	禾	8	稠
5687	午	287	禾	8	稏
5688	午	287	禾	8	稑
5689	午	287	禾	8	稞
5690	午	287	禾	8	稘
5691	午	287	禾	9	稨
5692	午	288	禾	9	稭
5693	午	288	禾	9	種
5694	午	288	禾	9	稱
5695	午	288	禾	9	稰
5696	午	288	禾	9	稬
5697	午	288	禾	10	稷
5698	午	288	禾	10	穉
5699	午	288	禾	10	稻
5700	午	288	禾	10	稼
5701	午	288	禾	10	稾
5702	午	288	禾	10	稽
5703	午	288	禾	10	穀
5704	午	288	禾	10	稸
5705	午	288	禾	10	稹
5706	午	288	禾	10	稺
5707	午	288	禾	10	稿
5708	午	288	禾	11	穅
5709	午	288	禾	11	穆
5710	午	288	禾	11	穌
5711	午	289	禾	11	積
5712	午	289	禾	11	穎
5713	午	289	禾	11	穄
5714	午	289	禾	11	穇
5715	午	289	禾	11	穈
5716	午	289	禾	11	穊
5717	午	289	禾	11	穉
5718	午	289	禾	12	穗
5719	午	289	禾	12	穛
5720	午	289	禾	12	穜
5721	午	289	禾	13	穟
5722	午	289	禾	13	穠
5723	午	289	禾	13	穡
5724	午	289	禾	13	穢
5725	午	289	禾	14	穧
5726	午	289	禾	14	穩
5727	午	289	禾	14	穫
5728	午	289	禾	14	穨
5729	午	289	禾	14	穤
5730	午	289	禾	15	䆉
5731	午	289	禾	15	穮
5732	午	289	禾	17	穰
5733	午	289	穴	0	穴
5734	午	290	穴	1	穵
5735	午	290	穴	2	究
5736	午	290	穴	3	穸
5737	午	290	穴	3	穹
5738	午	290	穴	3	空
5739	午	290	穴	4	穽
5740	午	290	穴	4	穿
5741	午	290	穴	4	窀
5742	午	290	穴	4	突
5743	午	290	穴	4	窃
5744	午	290	穴	5	窄
5745	午	290	穴	5	窅
5746	午	290	穴	5	窆
5747	午	290	穴	5	窈
5748	午	290	穴	5	窌
5749	午	290	穴	5	窊
5750	午	290	穴	6	窒
5751	午	290	穴	6	窕
5752	午	291	穴	6	窔
5753	午	291	穴	6	窓
5754	午	291	穴	6	窑
5755	午	291	穴	7	窖
5756	午	291	穴	7	窗
5757	午	291	穴	7	窘
5758	午	291	穴	8	窟
5759	午	291	穴	8	窠
5760	午	291	穴	8	窞
5761	午	291	穴	8	窣
5762	午	291	穴	9	窩
5763	午	291	穴	9	窪
5764	午	291	穴	9	窬
5765	午	291	穴	9	窨
5766	午	291	穴	10	窮
5767	午	291	穴	10	窯
5768	午	291	穴	10	窳
5769	午	291	穴	10	𥧔
5770	午	291	穴	10	窰
5771	午	291	穴	11	窵
5772	午	291	穴	11	窶
5773	午	291	穴	11	窺
5774	午	291	穴	11	窸
5775	午	291	穴	11	窻
5776	午	292	穴	11	邃
5777	午	292	穴	12	窾
5778	午	292	穴	12	窿
5779	午	292	穴	12	竀
5780	午	292	穴	12	竁
5781	午	292	穴	13	竄
5782	午	292	穴	13	竅
5783	午	292	穴	13	竆
5784	午	292	穴	15	竇
5785	午	292	穴	16	竈
5786	午	292	穴	17	竊
5787	午	292	立	0	立
5788	午	292	立	2	竍
5789	午	292	立	3	竏
5790	午	292	立	4	竓
5791	午	292	立	4	竔
5792	午	292	立	4	竕
5793	午	292	立	4	竗
5794	午	292	立	4	竒
5795	午	293	立	5	站
5796	午	293	立	5	竚
5797	午	293	立	5	竝
5798	午	293	立	6	竟
5799	午	293	立	6	章
5800	午	293	立	6	竡
5801	午	293	立	7	竢
5802	午	293	立	7	竣
5803	午	293	立	7	童
5804	午	293	立	7	竦
5805	午	293	立	8	竫
5806	午	293	立	8	竪
5807	午	293	立	9	竭
5808	午	293	立	9	端
5809	午	294	立	13	竰
5810	午	294	立	15	競
5811	未	295	竹	0	竹
5812	未	295	竹	2	竺
5813	未	295	竹	3	竽
5814	未	295	竹	3	竿
5815	未	295	竹	3	竾
5816	未	295	竹	4	笆
5817	未	295	竹	4	笈
5818	未	295	竹	4	笊
5819	未	295	竹	4	笋
5820	未	295	竹	4	笏
5821	未	295	竹	4	笑
5822	未	295	竹	4	笇
5823	未	295	竹	4	笄
5824	未	295	竹	4	笔
5825	未	295	竹	4	笓
5826	未	295	竹	5	笙
5827	未	295	竹	5	笛
5828	未	295	竹	5	笞
5829	未	295	竹	5	笠
5830	未	295	竹	5	笥
5831	未	295	竹	5	符
5832	未	295	竹	5	笨
5833	未	295	竹	5	笪
5834	未	296	竹	5	第
5835	未	296	竹	5	笱
5836	未	296	竹	5	笳
5837	未	296	竹	5	笢
5838	未	296	竹	5	笤
5839	未	296	竹	5	笫
5840	未	296	竹	5	笮
5841	未	296	竹	5	笯
5842	未	296	竹	5	笲
5843	未	296	竹	5	笴
5844	未	296	竹	5	笵
5845	未	296	竹	6	筆
5846	未	296	竹	6	筇
5847	未	296	竹	6	等
5848	未	296	竹	6	筋
5849	未	296	竹	6	筌
5850	未	296	竹	6	筍
5851	未	296	竹	6	筏
5852	未	296	竹	6	筐
5853	未	296	竹	6	筑
5854	未	296	竹	6	筒
5855	未	296	竹	6	笄
5856	未	296	竹	6	答
5857	未	296	竹	6	策
5858	未	296	竹	6	筅
5859	未	297	竹	6	筈
5860	未	297	竹	6	筊
5861	未	297	竹	7	筠
5862	未	297	竹	7	筥
5863	未	297	竹	7	筦
5864	未	297	竹	7	筩
5865	未	297	竹	7	筭
5866	未	297	竹	7	筮
5867	未	297	竹	7	筱
5868	未	297	竹	7	筲
5869	未	297	竹	7	筳
5870	未	297	竹	7	筴
5871	未	297	竹	7	筵
5872	未	297	竹	7	筷
5873	未	297	竹	7	筢
5874	未	297	竹	7	筤
5875	未	297	竹	7	筧
5876	未	297	竹	7	筰
5877	未	297	竹	7	筯
5878	未	297	竹	8	箇
5879	未	297	竹	8	箋
5880	未	297	竹	8	箍
5881	未	297	竹	8	箏
5882	未	297	竹	8	箑
5883	未	297	竹	8	箔
5884	未	297	竹	8	箕
5885	未	297	竹	8	算
5886	未	298	竹	8	劄
5887	未	298	竹	8	箛
5888	未	298	竹	8	箜
5889	未	298	竹	8	箝
5890	未	298	竹	8	箠
5891	未	298	竹	8	管
5892	未	298	竹	8	箄
5893	未	298	竹	8	箈
5894	未	298	竹	8	箘
5895	未	298	竹	8	箙
5896	未	298	竹	8	𥮘
5897	未	298	竹	8	䈇
5898	未	298	竹	8	箒
5899	未	298	竹	8	箆
5900	未	298	竹	9	箬
5901	未	298	竹	9	箭
5902	未	298	竹	9	箱
5903	未	298	竹	9	箴
5904	未	298	竹	9	箸
5905	未	298	竹	9	節
5906	未	298	竹	9	篁
5907	未	299	竹	9	範
5908	未	299	竹	9	篆
5909	未	299	竹	9	篇
5910	未	299	竹	9	篋
5911	未	299	竹	9	篌
5912	未	299	竹	9	箯
5913	未	299	竹	9	箲
5914	未	299	竹	9	箾
5915	未	299	竹	9	○
5916	未	299	竹	10	築
5917	未	299	竹	10	篔
5918	未	299	竹	10	篙
5919	未	299	竹	10	篚
5920	未	299	竹	10	篝
5921	未	299	竹	10	篠
5922	未	299	竹	10	篡
5923	未	299	竹	10	篤
5924	未	299	竹	10	篦
5925	未	299	竹	10	篨
5926	未	299	竹	10	篩
5927	未	299	竹	10	篪
5928	未	299	竹	10	篥
5929	未	299	竹	10	○
5930	未	299	竹	11	篲
5931	未	299	竹	11	篳
5932	未	299	竹	11	篷
5933	未	299	竹	11	篼
5934	未	299	竹	11	篾
5935	未	299	竹	11	簀
5936	未	300	竹	11	簆
5937	未	300	竹	11	簇
5938	未	300	竹	11	簋
5939	未	300	竹	11	簌
5940	未	300	竹	11	簏
5941	未	300	竹	11	篰
5942	未	300	竹	11	篹
5943	未	300	竹	11	篺
5944	未	300	竹	11	䈾
5945	未	300	竹	11	簃
5946	未	300	竹	11	簉
5947	未	300	竹	11	簍
5948	未	300	竹	11	簎
5949	未	300	竹	11	篱
5950	未	300	竹	11	篴
5951	未	300	竹	12	簞
5952	未	300	竹	12	簟
5953	未	300	竹	12	簠
5954	未	300	竹	12	簡
5955	未	300	竹	12	簣
5956	未	300	竹	12	簦
5957	未	300	竹	12	簧
5958	未	300	竹	12	簪
5959	未	300	竹	12	簫
5960	未	300	竹	12	簙
5961	未	300	竹	12	簚
5962	未	300	竹	12	簜
5963	未	300	竹	12	簝
5964	未	301	竹	12	簨
5965	未	301	竹	12	簭
5966	未	301	竹	13	簷
5967	未	301	竹	13	簸
5968	未	301	竹	13	簹
5969	未	301	竹	13	簽
5970	未	301	竹	13	簾
5971	未	301	竹	13	簿
5972	未	301	竹	13	簳
5973	未	301	竹	13	簴
5974	未	301	竹	13	簵
5975	未	301	竹	13	簺
5976	未	301	竹	13	簼
5977	未	301	竹	14	籃
5978	未	301	竹	14	籊
5979	未	301	竹	14	籌
5980	未	301	竹	14	籍
5981	未	301	竹	14	籈
5982	未	301	竹	14	籉
5983	未	301	竹	14	籋
5984	未	301	竹	15	籒
5985	未	301	竹	15	籔
5986	未	301	竹	15	籑
5987	未	301	竹	15	籐
5988	未	301	竹	16	籙
5989	未	302	竹	16	籛
5990	未	302	竹	16	籜
5991	未	302	竹	16	籟
5992	未	302	竹	16	籠
5993	未	302	竹	16	籞
5994	未	302	竹	17	籤
5995	未	302	竹	17	籥
5996	未	302	竹	17	籧
5997	未	302	竹	18	籩
5998	未	302	竹	18	籪
5999	未	302	竹	19	籬
6000	未	302	竹	19	籮
6001	未	302	竹	20	籯
6002	未	302	竹	26	籲
6003	未	302	米	0	米
6004	未	302	米	2	籵
6005	未	302	米	3	粁
6006	未	302	米	3	籹
6007	未	302	米	4	粃
6008	未	302	米	4	粉
6009	未	303	米	4	粍
6010	未	303	米	4	粎
6011	未	303	米	5	粒
6012	未	303	米	5	粕
6013	未	303	米	5	粗
6014	未	303	米	5	粔
6015	未	303	米	6	粟
6016	未	303	米	6	粢
6017	未	303	米	6	粤
6018	未	303	米	6	粥
6019	未	303	米	6	粧
6020	未	303	米	6	粨
6021	未	303	米	6	粞
6022	未	303	米	6	粦
6023	未	303	米	7	粮
6024	未	303	米	7	粰
6025	未	303	米	7	粱
6026	未	303	米	7	粲
6027	未	303	米	7	粳
6028	未	303	米	8	粹
6029	未	303	米	8	粺
6030	未	303	米	8	粻
6031	未	304	米	8	粼
6032	未	304	米	8	精
6033	未	304	米	8	粽
6034	未	304	米	9	糅
6035	未	304	米	9	糇
6036	未	304	米	9	糈
6037	未	304	米	9	糉
6038	未	304	米	9	糊
6039	未	304	米	9	糎
6040	未	304	米	10	糕
6041	未	304	米	10	糖
6042	未	304	米	10	糗
6043	未	304	米	10	糒
6044	未	304	米	10	糔
6045	未	304	米	10	糓
6046	未	304	米	11	糙
6047	未	304	米	11	糜
6048	未	304	米	11	糝
6049	未	304	米	11	糞
6050	未	304	米	11	糟
6051	未	305	米	11	糠
6052	未	305	米	12	糦
6053	未	305	米	12	糧
6054	未	305	米	12	糤
6055	未	305	米	14	糯
6056	未	305	米	14	糰
6057	未	305	米	15	糲
6058	未	305	米	15	𥽘
6059	未	305	米	16	糴
6060	未	305	米	17	糵
6061	未	305	米	19	糶
6062	未	305	米	21	糷
6063	未	305	糸	0	糸
6064	未	305	糸	1	系
6065	未	305	糸	1	糺
6066	未	305	糸	2	糾
6067	未	305	糸	3	紀
6068	未	305	糸	3	紂
6069	未	305	糸	3	紃
6070	未	305	糸	3	約
6071	未	306	糸	3	紅
6072	未	306	糸	3	紆
6073	未	306	糸	3	紇
6074	未	306	糸	3	紈
6075	未	306	糸	3	紉
6076	未	306	糸	4	紊
6077	未	306	糸	4	紋
6078	未	306	糸	4	納
6079	未	306	糸	4	紐
6080	未	306	糸	4	紑
6081	未	306	糸	4	紓
6082	未	306	糸	4	純
6083	未	306	糸	4	紕
6084	未	306	糸	4	紗
6085	未	306	糸	4	紙
6086	未	306	糸	4	級
6087	未	307	糸	4	紛
6088	未	307	糸	4	紜
6089	未	307	糸	4	紝
6090	未	307	糸	4	素
6091	未	307	糸	4	紡
6092	未	307	糸	4	索
6093	未	307	糸	4	紒
6094	未	307	糸	4	紖
6095	未	307	糸	4	紘
6096	未	307	糸	4	紞
6097	未	307	糸	4	紟
6098	未	307	糸	4	○
6099	未	307	糸	5	紫
6100	未	307	糸	5	紬
6101	未	307	糸	5	紮
6102	未	307	糸	5	累
6103	未	308	糸	5	細
6104	未	308	糸	5	紱
6105	未	308	糸	5	紲
6106	未	308	糸	5	紳
6107	未	308	糸	5	紵
6108	未	308	糸	5	紹
6109	未	308	糸	5	紺
6110	未	308	糸	5	紼
6111	未	308	糸	5	紽
6112	未	308	糸	5	紾
6113	未	308	糸	5	紿
6114	未	308	糸	5	絀
6115	未	308	糸	5	終
6116	未	308	糸	5	絃
6117	未	308	糸	5	組
6118	未	308	糸	5	絅
6119	未	308	糸	5	絆
6120	未	308	糸	5	紩
6121	未	308	糸	5	絁
6122	未	308	糸	5	絇
6123	未	308	糸	5	経
6124	未	308	糸	6	絏
6125	未	308	糸	6	結
6126	未	309	糸	6	絓
6127	未	309	糸	6	絕
6128	未	309	糸	6	絛
6129	未	309	糸	6	絜
6130	未	309	糸	6	絞
6131	未	309	糸	6	絡
6132	未	309	糸	6	絢
6133	未	309	糸	6	給
6134	未	309	糸	6	絨
6135	未	309	糸	6	絪
6136	未	309	糸	6	絮
6137	未	309	糸	6	絰
6138	未	309	糸	6	統
6139	未	309	糸	6	絲
6140	未	310	糸	6	絳
6141	未	310	糸	6	絎
6142	未	310	糸	6	絖
6143	未	310	糸	6	絣
6144	未	310	糸	6	絫
6145	未	310	糸	6	絭
6146	未	310	糸	6	絍
6147	未	310	糸	6	絝
6148	未	310	糸	7	絹
6149	未	310	糸	7	絺
6150	未	310	糸	7	絿
6151	未	310	糸	7	綁
6152	未	310	糸	7	綃
6153	未	310	糸	7	綆
6154	未	310	糸	7	綈
6155	未	310	糸	7	綌
6156	未	310	糸	7	綍
6157	未	310	糸	7	綏
6158	未	310	糸	7	經
6159	未	310	糸	7	絻
6160	未	310	糸	7	絼
6161	未	311	糸	7	綅
6162	未	311	糸	7	綖
6163	未	311	糸	7	綉
6164	未	311	糸	8	綜
6165	未	311	糸	8	綠
6166	未	311	糸	8	綢
6167	未	311	糸	8	綣
6168	未	311	糸	8	綦
6169	未	311	糸	8	綫
6170	未	311	糸	8	綬
6171	未	311	糸	8	維
6172	未	311	糸	8	綮
6173	未	311	糸	8	綯
6174	未	311	糸	8	綰
6175	未	311	糸	8	綱
6176	未	311	糸	8	網
6177	未	311	糸	8	綴
6178	未	311	糸	8	綵
6179	未	311	糸	8	綸
6180	未	311	糸	8	綹
6181	未	311	糸	8	綺
6182	未	312	糸	8	綻
6183	未	312	糸	8	綽
6184	未	312	糸	8	綾
6185	未	312	糸	8	緄
6186	未	312	糸	8	緅
6187	未	312	糸	8	緇
6188	未	312	糸	8	緊
6189	未	312	糸	8	緋
6190	未	312	糸	8	緌
6191	未	312	糸	8	緎
6192	未	312	糸	8	綪
6193	未	312	糸	8	綷
6194	未	312	糸	8	綼
6195	未	312	糸	8	緆
6196	未	312	糸	8	緉
6197	未	312	糸	8	綿
6198	未	312	糸	8	綳
6199	未	312	糸	8	○
6200	未	312	糸	9	緒
6201	未	312	糸	9	緗
6202	未	312	糸	9	緘
6203	未	312	糸	9	線
6204	未	312	糸	9	緜
6205	未	313	糸	9	緝
6206	未	313	糸	9	緞
6207	未	313	糸	9	締
6208	未	313	糸	9	緡
6209	未	313	糸	9	緣
6210	未	313	糸	9	緤
6211	未	313	糸	9	緥
6212	未	313	糸	9	緦
6213	未	313	糸	9	編
6214	未	313	糸	9	緩
6215	未	313	糸	9	緬
6216	未	313	糸	9	緯
6217	未	313	糸	9	緱
6218	未	313	糸	9	緲
6219	未	313	糸	9	練
6220	未	313	糸	9	緶
6221	未	313	糸	9	緻
6222	未	313	糸	9	緧
6223	未	313	糸	9	緪
6224	未	314	糸	9	緫
6225	未	314	糸	9	緵
6226	未	314	糸	9	緹
6227	未	314	糸	9	緺
6228	未	314	糸	9	緼
6229	未	314	糸	10	縕
6230	未	314	糸	10	縈
6231	未	314	糸	10	縉
6232	未	314	糸	10	縊
6233	未	314	糸	10	縋
6234	未	314	糸	10	縐
6235	未	314	糸	10	縑
6236	未	314	糸	10	縗
6237	未	314	糸	10	縛
6238	未	314	糸	10	縝
6239	未	314	糸	10	縞
6240	未	314	糸	10	縢
6241	未	314	糸	10	縟
6242	未	314	糸	10	縣
6243	未	314	糸	10	縍
6244	未	314	糸	10	縏
6245	未	314	糸	10	縓
6246	未	314	糸	10	縜
6247	未	314	糸	10	縠
6248	未	314	糸	10	縡
6249	未	314	糸	10	䌈
6250	未	314	糸	10	𦃋
6251	未	315	糸	10	䌇
6252	未	315	糸	10	縚
6253	未	315	糸	10	縧
6254	未	315	糸	11	縫
6255	未	315	糸	11	縭
6256	未	315	糸	11	縮
6257	未	315	糸	11	縱
6258	未	315	糸	11	縲
6259	未	315	糸	11	縴
6260	未	315	糸	11	縵
6261	未	315	糸	11	縶
6262	未	315	糸	11	縷
6263	未	315	糸	11	縹
6264	未	315	糸	11	縻
6265	未	315	糸	11	總
6266	未	315	糸	11	績
6267	未	315	糸	11	繁
6268	未	315	糸	11	繃
6269	未	316	糸	11	繄
6270	未	316	糸	11	繅
6271	未	316	糸	11	繆
6272	未	316	糸	11	繇
6273	未	316	糸	11	繈
6274	未	316	糸	11	縩
6275	未	316	糸	11	縪
6276	未	316	糸	11	縰
6277	未	316	糸	11	縳
6278	未	316	糸	11	縿
6279	未	316	糸	11	繂
6280	未	316	糸	11	𦄂
6281	未	316	糸	12	繐
6282	未	316	糸	12	繒
6283	未	316	糸	12	織
6284	未	316	糸	12	繕
6285	未	316	糸	12	繖
6286	未	316	糸	12	繙
6287	未	316	糸	12	繚
6288	未	316	糸	12	繞
6289	未	316	糸	12	繡
6290	未	316	糸	12	繢
6291	未	316	糸	12	繘
6292	未	316	糸	12	繠
6293	未	317	糸	13	繩
6294	未	317	糸	13	繪
6295	未	317	糸	13	繫
6296	未	317	糸	13	繭
6297	未	317	糸	13	繮
6298	未	317	糸	13	繯
6299	未	317	糸	13	繸
6300	未	317	糸	13	繳
6301	未	317	糸	13	繹
6302	未	317	糸	13	繶
6303	未	317	糸	14	繼
6304	未	317	糸	14	繽
6305	未	317	糸	14	繾
6306	未	317	糸	14	纁
6307	未	317	糸	14	纂
6308	未	317	糸	14	辮
6309	未	317	糸	14	繻
6310	未	317	糸	14	纀
6311	未	317	糸	15	纊
6312	未	317	糸	15	續
6313	未	318	糸	15	纍
6314	未	318	糸	15	纒
6315	未	318	糸	15	纆
6316	未	318	糸	15	纇
6317	未	318	糸	15	纈
6318	未	318	糸	15	纎
6319	未	318	糸	15	纉
6320	未	318	糸	16	纑
6321	未	318	糸	16	纏
6322	未	318	糸	16	䌫
6323	未	318	糸	17	纓
6324	未	318	糸	17	纔
6325	未	318	糸	17	纖
6326	未	318	糸	17	𦇧
6327	未	318	糸	19	纘
6328	未	318	糸	19	纚
6329	未	318	糸	19	纛
6330	未	318	糸	21	纜
6331	未	318	缶	0	缶
6332	未	318	缶	3	缸
6333	未	319	缶	4	缺
6334	未	319	缶	4	缻
6335	未	319	缶	6	缿
6336	未	319	缶	6	缾
6337	未	319	缶	8	○
6338	未	319	缶	10	罃
6339	未	319	缶	11	罄
6340	未	319	缶	11	罅
6341	未	319	缶	12	罈
6342	未	319	缶	12	罇
6343	未	319	缶	13	罋
6344	未	319	缶	14	罌
6345	未	319	缶	15	罍
6346	未	319	缶	16	罎
6347	未	319	缶	18	罐
6348	未	319	网	0	网
6349	未	319	网	3	罔
6350	未	319	网	3	罕
6351	未	319	网	3	罗
6352	未	319	网	4	罘
6353	未	320	网	5	罛
6354	未	320	网	5	罝
6355	未	320	网	5	罟
6356	未	320	网	5	罡
6357	未	320	网	6	罣
6358	未	320	网	7	罥
6359	未	320	网	7	罦
6360	未	320	网	8	罩
6361	未	320	网	8	罪
6362	未	320	网	8	罫
6363	未	320	网	8	罭
6364	未	320	网	8	置
6365	未	320	网	8	罨
6366	未	320	网	9	罰
6367	未	320	网	9	署
6368	未	320	网	9	罳
6369	未	320	网	9	罱
6370	未	320	网	10	罵
6371	未	320	网	10	罶
6372	未	320	网	10	罷
6373	未	321	网	11	罹
6374	未	321	网	11	罻
6375	未	321	网	12	罽
6376	未	321	网	12	罾
6377	未	321	网	12	罿
6378	未	321	网	14	羅
6379	未	321	网	14	羆
6380	未	321	网	17	羇
6381	未	321	网	19	羈
6382	未	321	网	19	䍦
6383	未	321	羊	0	羊
6384	未	321	羊	0	𦍋
6385	未	321	羊	2	羌
6386	未	321	羊	3	美
6387	未	321	羊	3	羐
6388	未	321	羊	3	羑
6389	未	321	羊	4	羓
6390	未	321	羊	4	羔
6391	未	322	羊	4	羖
6392	未	322	羊	4	羒
6393	未	322	羊	4	羗
6394	未	322	羊	5	羚
6395	未	322	羊	5	䍪
6396	未	322	羊	5	羜
6397	未	322	羊	5	羝
6398	未	322	羊	5	羞
6399	未	322	羊	5	𦍩
6400	未	322	羊	6	羠
6401	未	322	羊	6	羢
6402	未	322	羊	6	䍮
6403	未	322	羊	6	羡
6404	未	322	羊	7	羣
6405	未	322	羊	7	羨
6406	未	322	羊	7	義
6407	未	322	羊	7	群
6408	未	322	羊	9	羯
6409	未	322	羊	9	羭
6410	未	322	羊	9	羮
6411	未	322	羊	10	羱
6412	未	322	羊	10	羲
6413	未	323	羊	12	羵
6414	未	323	羊	13	羶
6415	未	323	羊	13	羸
6416	未	323	羊	13	羹
6417	未	323	羊	15	羼
6418	未	323	羽	0	羽
6419	未	323	羽	3	羿
6420	未	323	羽	4	翀
6421	未	323	羽	4	翁
6422	未	323	羽	4	翅
6423	未	323	羽	4	𦐈
6424	未	323	羽	4	翄
6425	未	323	羽	5	翊
6426	未	323	羽	5	翌
6427	未	323	羽	5	翎
6428	未	323	羽	5	習
6429	未	323	羽	5	翏
6430	未	323	羽	6	翔
6431	未	323	羽	6	翕
6432	未	324	羽	7	翛
6433	未	324	羽	7	翜
6434	未	324	羽	8	翟
6435	未	324	羽	8	翠
6436	未	324	羽	8	翡
6437	未	324	羽	8	翣
6438	未	324	羽	9	翥
6439	未	324	羽	9	翦
6440	未	324	羽	9	翩
6441	未	324	羽	9	翫
6442	未	324	羽	9	翬
6443	未	324	羽	9	翨
6444	未	324	羽	9	翪
