# 資料庫版本: 2018-10-31
編號	頁	欄	字	紀錄	紀錄標記 (空白:主條目;C:勘誤欄;A:約解讀音)	廣話切	統一反切上字	統一反切下字	反切標記	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	粵拼	現代粵音:標記	約解	經校訂修正	校訂註
4610	57	4	裯	1/1		創求	創	求		c	au	4	4	cau4		被也。衾～		
4611	57	4	裱	1/1		邦繳	邦	繳		b	iu	2	2	biu2		裝～，～畫		
4612	57	4	裲	1/1		郎養	郎	養		l	oeng	5	5	loeng5		～襠，今之背心		
4613	57	4	裳	1/1		爽祥	爽	祥		s	oeng	4	4	soeng4		裙也		
4614	57	4	裴	1/1		旁梅	旁	梅		p	ui	4	4	pui4		～回，同徘徊		
4615	57	4	裸	1/1		郎果	郎	果		l	o	2	2	lo2		露體也		
4616	57	4	裹	1/1		光左	光	左		gw	o	2	2	gwo2		包～		
4617	57	4	裼	1/1		湯激	湯	激		t	ik	1	7	tik1		去上衣也		
4618	57	4	製	1/1		莊計	莊	計		z	ai	3	3	zai3		～造		
4619	57	4	裾	1/1		岡須	岡	須		g	eoi	1	1	geoi1		衣後幅也		
4620	57	4	褂	1/1		光駕	光	駕		gw	aa	3	3	gwaa3		外～，馬～		
4621	57	4	複	1/1		方谷	方	谷		f	uk	1	7	fuk1		重叠也。～雜		
4622	57	4	褊	1/1		邦剪	邦	剪		b	in	2	2	bin2		窄也，急也		
4623	57	4	褌	1/1		光根	光	根		gw	an	1	1	gwan1		短腳褲也。犢鼻～		
4624	58	1	褎	1/1		也就	也	就		j	au	6	6	jau6		盛也		
4625	58	1	褚	1/1		創雨	創	雨		c	yu	5	5	cyu5		綿也，藏也。又姓		
4626	58	1	褐	1/1		康葛	康	葛		h	ot	3	8	hot3		粗布衣也，黃黑色也		
4627	58	1	褓	1/1		邦稿	邦	稿		b	ou	2	2	bou2		襁～，小兒衣被也		
4628	58	1	褠	1/1		岡修	岡	修		g	au	1	1	gau1		臂衣也		
4629	58	1	褡	1/1		當甲	當	甲		d	aap	3	8	daap3		背～		
4630	58	1	褥	1/1		也局	也	局		j	uk	6	9	juk6		坐臥之具也		
4631	58	1	褦	1/1		囊在	囊	在		n	oi	6	6	noi6		褦襶，不曉事也		
4632	58	1	褪	1/1		湯艮	湯	艮		t	an	3	3	tan3		行退後也，卸衣也，花謝也		
4633	58	1	褫	1/2		創詩	創	詩		c	i	1	1	ci1		奪也，黜也。～職，～魄。又上去聲		
4633	58	1	褫	2/2	A					c	i	3	3	ci3	also			
4634	58	1	褰	1/1		康堅	康	堅		h	in	1	1	hin1		挈也。～裳		
4635	58	1	褲	1/1		方故	方	故		f	u	3	3	fu3		衫～。俗作衭，非		
4636	58	1	褵	1/1		郎肥	郎	肥		l	ei	4	4	lei4		衣帶也。女嫁曰結～		
4637	58	1	褶	1/1		莊妾	莊	妾		z	ip	3	8	zip3		衣之褶襇也		
4638	58	1	褸	1/1		郎拒	郎	拒		l	eoi	5	5	leoi5		襤～，衣服醜敝也		
4639	58	1	褻	1/1		桑結	桑	結		s	it	3	8	sit3		穢也，慢也。～瀆，狎～		
4640	58	1	襁	1/1		慷養	慷	養		k	oeng	5	5	koeng5		織成，帶以背負小兒也		
4641	58	1	襃	1/1		邦高	邦	高		b	ou	1	1	bou1		獎也，～貶。又與裒通，聚也		
4642	58	1	襄	1/1		桑薑	桑	薑		s	oeng	1	1	soeng1		贊助也。同勷		
4643	58	1	襇	1/1		岡贊	岡	贊		g	aan	3	3	gaan3		裙幅之褶也		
4644	58	1	襖	1/1		戇告	戇	告			ou	3	3	ou3		腰衲也		
4645	58	1	襚	1/1		桑巨	桑	巨		s	eoi	6	6	seoi6		贈死者之服也。弔奠曰～敬		
4646	58	1	襛	1/1		囊窮	囊	窮		n	ung	4	4	nung4		衣厚也		
4647	58	2	襜	1/1		莊兼	莊	兼		z	im	1	1	zim1		車帷也，衣搖動也		
4648	58	2	襟	1/1		慷金	慷	金		k	am	1	1	kam1		袍前衽也		
4649	58	2	襠	1/2		打岡	打	岡		d	ong	1	1	dong1		裲～，又袴～。或俗讀浪		
4649	58	2	襠	2/2	A					l	ong	6	6	long6	common			
4650	58	2	襢	1/1		湯簡	湯	簡		t	aan	2	2	taan2		同袒，見上		
4651	58	2	襤	1/1		郎慚	郎	慚		l	aam	4	4	laam4		～褸，見上		
4652	58	2	襦	1/1		也殊	也	殊		j	yu	4	4	jyu4		短衣也		
4653	58	2	襪	1/1		亡掘	亡	掘		m	at	6	9	mat6		足衣也。俗作袜		
4654	58	2	襬	1/2		邦觧	邦	解		b	aai	2	2	baai2		衣之下端也，俗用派代。本上平		
4654	58	2	襬	2/2	A					p	aai	1	1	paai1	original			
4655	58	2	襭	1/1		慷結	慷	結		k	it	3	8	kit3		以衣袵裝物也		
4656	58	2	襯	1/1		創艮	創	艮		c	an	3	3	can3		～衫，陪～，帮～		
4657	58	2	襲	1/1		臧立	臧	立		z	aap	6	9	zaap6		衣一～，一套也。又沿～，勦～		
4658	58	2	戴	1/1		當界	當	界		d	aai	3	3	daai3		褦襶，見上		
4659	58	2	襻	1/1		旁諫	旁	諫		p	aan	3	3	paan3		衣系也。～帶，鈕～，又帽～		
4660	58	2	襼	1/1		昂跪	昂	跪		ng	ai	6	6	ngai6		袖也		
4661	58	2	西	1/1		桑雞	桑	雞		s	ai	1	1	sai1		東～，方向也。又物件也。主人賓客也		
4662	58	2	要	1/1		也嬌	也	嬌		j	iu	1	1	jiu1		約～，求～		
4663	58	2	要	1/1		也叫	也	叫		j	iu	3	3	jiu3		須也，凡也。切～，緊～		
4664	58	2	覃	1/1		湯慚	湯	慚		t	aam	4	4	taam4		深廣也。～府，稱人家之屋也		
4665	58	2	覆	1/1		方谷	方	谷		f	uk	1	7	fuk1		反也，敗也，審也。～查，回～。同復		
4666	58	2	覆	1/1		方就	方	就		f	au	6	6	fau6		蓋也。～冒		
4667	58	2	覈	1/1		康掘	康	掘		h	at	6	9	hat6		驗也，考查也。通核		
4668	58	3	見	1/1		岡線	岡	線		g	in	3	3	gin3		睇～，～識，意～，愚～		
4669	58	3	見	1/1		也件	也	件		j	in	6	6	jin6		顯也，～出也。又通現		
4670	58	3	規	1/1		狂雞	狂	雞		kw	ai	1	1	kwai1		～則，～矩，～勸，～畫，～定，陋～		
4671	58	3	覓	1/2		亡掘	亡	掘		m	at	6	9	mat6		尋也。又讀明下入聲		
4671	58	3	覓	2/2	A					m	ik	6	9	mik6	also			
4672	58	3	視	1/1		爽自	爽	自		s	i	6	6	si6		察也，看待也，比例也		
4673	58	3	覘	1/1		莊兼	莊	兼		z	im	1	1	zim1		窺伺也，視也。略同瞻		
4674	58	3	覡	1/1		康掘	康	掘		h	at	6	9	hat6		男子為人禱祝鬼神者		
4675	58	3	覦	1/1		也殊	也	殊		j	yu	4	4	jyu4		欲得也。覬～，偷視也		
4676	58	3	覩	1/1		當稿	當	稿		d	ou	2	2	dou2		同睹，見也		
4677	58	3	親	1/2		倉根	倉	根		c	an	1	1	can1		愛也，近也，自為也。又～家，上去聲		
4677	58	3	親	2/2	A					c	an	3	3	can3	also			
4678	58	3	覬	1/1		慷臂	慷	臂		k	ei	3	3	kei3		冀望也		
4679	58	3	覯	1/1		岡扣	岡	扣		g	au	3	3	gau3		遇見也		
4680	58	3	覰	1/1		倉住	倉	住		c	yu	6	6	cyu6		伺視也		
4681	58	3	覲	1/2		岡憤	岡	憤	E	g	an	5	5	gan5		入見也		
4681	58	3	覲	2/2	C	岡棍	岡	棍		g	an	3	3	gan3				
4682	58	3	覺	1/1		根國	根	國		g	ok	3	8	gok3		悞也。知～，醒～，視～，聽～，臭～，觸～		
4683	58	3	覺	1/1		岡砲	岡	砲		g	aau	3	3	gaau3		睡～，睡醒也		
4684	58	3	覽	1/1		藍下上			N	l	aam	5	5	laam5		週視也		
4685	58	3	覿	1/1		當極	當	極		d	ik	6	9	dik6		相見也。～面		
4686	58	3	觀	1/2		光歡	光	歡		gw	un	1	1	gwun1		視也。又大～，樂～。或作上去聲		
4686	58	3	觀	2/2	A					gw	un	3	3	gwun3	also			
4687	58	3	觀	1/1		光判	光	判		gw	un	3	3	gwun3		寺～，樓～，宮～，京～		
4688	58	3	角	1/1		根國	根	國		g	ok	3	8	gok3		～口，爭也。～色，戲子也。一～，一毫子		
4689	58	3	觔	1/1		岡君	岡	君		g	an	1	1	gan1		～力也。俗用為斤兩用		
4690	58	4	觕	1/1		倉高	倉	高		c	ou	1	1	cou1		同粗		
4691	58	4	觖	1/1		慷雪	慷	雪		k	yut	3	8	kyut3		～望，不滿意也		
4692	58	4	觚	1/1		光枯	光	枯		gw	u	1	1	gwu1		角也，酒器也，又簡策也，操～		
4693	58	4	觜	1/1		臧舉	臧	舉		z	eoi	2	2	zeoi2		同嘴		
4694	58	4	觗	1/1		當啟	當	啟		d	ai	2	2	dai2		觸也		
4695	58	4	解	1/1		岡拐	岡	拐		g	aai	2	2	gaai2		剖～，和～，識～。大～，小～，如廁～也		
4696	58	4	解	1/1		岡怪	岡	怪		g	aai	3	3	gaai3		～犯，～餉		
4697	58	4	觥	1/1		光更	光	更		gw	ang	1	1	gwang1		酒器。又～～，剛直也		
4698	58	4	觫	1/1		倉谷	倉	谷		c	uk	1	7	cuk1		觳～，恐懼也		
4699	58	4	觳	1/2		岡族	岡	族		g	uk	6	9	guk6		～觫。又讀酷		
4699	58	4	觳	2/2	A					h	uk	6	9	huk6	also			
4700	58	4	觴	1/1		爽薑	爽	薑		s	oeng	1	1	soeng1		酒杯也。潔～		
4701	58	4	觶	1/1		莊次	莊	次		z	i	3	3	zi3		酒器		
4702	58	4	觸	1/2		莊谷	莊	谷		z	uk	1	7	zuk1		動也，撞擊也。又讀蓄		
4702	58	4	觸	2/2	A					c	uk	1	7	cuk1	also			
4703	58	4	言	1/1		也虔	也	虔		j	in	4	4	jin4		～語。一～，一句也。又一字也		
4704	58	4	訂	1/1		當敬	當	敬		d	ing	3	3	ding3		平議也。～正，校～，～交，～約		
4705	58	4	訃	1/1		方護	方	護		f	u	6	6	fu6		告單也，～報		
4706	58	4	訇	1/1		光更	光	更		gw	ang	1	1	gwang1		大聲也		
4707	58	4	計	1/1		岡契	岡	契		g	ai	3	3	gai3		算也，謀也。夥～，舖伴也		
4708	58	4	訊	1/1		桑進	桑	進		s	eon	3	3	seon3		問也，審也，消息也		
4709	58	4	訌	1/2		康恭	康	恭		h	ung	1	1	hung1		亂也，內～。又讀工		
4709	58	4	訌	2/2	A					g	ung	1	1	gung1	also			
4710	58	4	討	1/1		湯稿	湯	稿		t	ou	2	2	tou2		治也，伐也，尋也。～賊，～債，～論		
4711	58	4	訐	1/1		慷結	慷	結		k	it	3	8	kit3		發人陰私也，告也，攻也		
4712	59	1	訒	1/1		也近	也	近		j	an	6	6	jan6		難也，忍也，慎言也		
4713	59	1	訓	1/1		方艮	方	艮		f	an	3	3	fan3		教誨也		
4714	59	1	訕	1/1		爽諫	爽	諫		s	aan	3	3	saan3		毀謗也		
4715	59	1	訖	1/2		昂吉	昂	吉		ng	at	1	7	ngat1		止也，終也，完也。或讀揭		
4715	59	1	訖	2/2	A					k	it	3	8	kit3	also			
4716	59	1	託	1/1		湯各	湯	各		t	ok	3	8	tok3		寄也，委任也。又假～，推～		
4717	59	1	記	1/1		岡臂	岡	臂		g	ei	3	3	gei3		～錄，～數，～憶		
4718	59	1	訛	1/1		昂磨	昂	磨		ng	o	4	4	ngo4		偽也，謬也，～～		
4719	59	1	訝	1/1		昂罵	昂	罵		ng	aa	6	6	ngaa6		疑怪也。驚～		
4720	59	1	訟	1/1		臧共	臧	共		z	ung	6	6	zung6		爭也。獄～		
4721	59	1	訣	1/1		慷雪	慷	雪		k	yut	3	8	kyut3		～別，永～，秘～		
4722	59	1	訥	1/1		囊律	囊	律		n	eot	6	9	neot6		言遲純也。同吶		
4723	59	1	訩	1/1		康恭	康	恭		h	ung	1	1	hung1		亂也，眾語也		
4724	59	1	訪	1/1		分講	分	講		f	ong	2	2	fong2		就問也。～尋		
4725	59	1	設	1/1		創結	創	結		c	it	3	8	cit3		立也，施也，陳也。～使		
4726	59	1	許	1/1		康舉	康	舉		h	eoi	2	2	heoi2		聽從也，允肯也。～多，～久，如此也		
4727	59	1	訴	1/1		桑告	桑	告		s	ou	3	3	sou3		告也。～訟，～冤，投～，告～		
4728	59	1	訶	1/1		康歌	康	歌		h	o	1	1	ho1		責也		
4729	59	1	診	1/2		創謹	創	謹		c	an	2	2	can2		騐也。～脈，睇也。又上去聲		
4729	59	1	診	2/2	A					c	an	3	3	can3	also			
4730	59	1	註	1/1		莊恕	莊	恕		z	yu	3	3	zyu3		登記也，解釋也。同注		
4731	59	1	証	1/1		莊敬	莊	敬		z	ing	3	3	zing3		俗用作～據、～佐		
4732	59	1	訾	1/3		倉史	倉	史	E	c	i	2	2	ci2		病也，～議。又上平		
4732	59	1	訾	2/3	C	臧史	臧	史		z	i	2	2	zi2				
4732	59	1	訾	3/3	A					z	i	1	1	zi1	also			
4733	59	1	詆	1/1		當啟	當	啟		d	ai	2	2	dai2		誣也，毀謗也		
4734	59	1	詈	1/1		郎忌	郎	忌		l	ei	6	6	lei6		罵也		
4735	59	2	詎	1/2		慷呂	慷	呂	E2	k	eoi	5	5	keoi5		豈也，那也，料不到也		勘誤將原切及改正切用括號括住，意義不明。
4735	59	2	詎	2/2	C	岡呂	岡	呂		g	eoi	5	5	geoi5				
4736	59	2	詐	1/1		莊駕	莊	駕		z	aa	3	3	zaa3		欺也，偽也。奸～		
4737	59	2	詒	1/1		也時	也	時		j	i	4	4	ji4		贈也，留也。同貽		
4738	59	2	評	1/1		旁瓊	旁	瓊		p	ing	4	4	ping4		平議也。公～，～定		
4739	59	2	詔	1/1		莊呌	莊	叫		z	iu	3	3	ziu3		告也，教也。明～		
4740	59	2	詗	1/2		光景	光	景		gw	ing	2	2	gwing2		刺探也，查問也。又去聲		
4740	59	2	詗	2/2	A					gw	ing	3	3	gwing3	also			
4741	59	2	詘	1/2		坤吉	坤	吉	E	kw	at	1	7	kwat1		屈也，折服也，止絕也		
4741	59	2	詘	2/2	C	汪吉	汪	吉		w	at	1	7	wat1				
4742	59	2	詛	1/1		莊個	莊	個		z	o	3	3	zo3		咒～		
4743	59	2	詞	1/1		倉時	倉	時		c	i	4	4	ci4		文言也。通辭		
4744	59	2	詠	1/1		汪競	汪	競		w	ing	6	6	wing6		歌也，長言也		
4745	59	2	詡	1/1		康舉	康	舉		h	eoi	2	2	heoi2		大言也		
4746	59	2	詢	1/1		桑春	桑	春		s	eon	1	1	seon1		問也		
4747	59	2	詣	1/1		昂跪	昂	跪		ng	ai	6	6	ngai6		至也，往候也。造～，學問之階級也		
4748	59	2	謊	1/1		分岡	分	岡		f	ong	1	1	fong1		妄言也。說～，圓～		
4749	59	2	試	1/1		爽次	爽	次		s	i	3	3	si3		用也，嘗也，考也，較也，探也		
4750	59	2	詩	1/1		爽之	爽	之		s	i	1	1	si1		毛～，吟～		
4751	59	2	詫	1/1		創駕	創	駕		c	aa	3	3	caa3		誇也，誑也。又～異，驚怪之詞也		
4752	59	2	詬	1/1		岡扣	岡	扣		g	au	3	3	gau3		罵也。～病，～誶		
4753	59	2	詭	1/1		光啟	光	啟		gw	ai	2	2	gwai2		責也，妄也，違也		
4754	59	2	詮	1/1		倉權	倉	權		c	yun	4	4	cyun4		解說事理也。言～，～解		
4755	59	2	詰	1/1		慷結	慷	結		k	it	3	8	kit3		責問也，問罪也。～朝，明朝也		
4756	59	2	話	1/1		汪罵	汪	罵		w	aa	6	6	waa6		言也		
4757	59	2	該	1/1		岡腮	岡	腮		g	oi	1	1	goi1		備也，應也。～處，～件，指定之詞		
4758	59	3	詳	1/1		倉良	倉	良		c	oeng	4	4	coeng4		審也，備也，明也		
4759	59	3	詹	1/1		莊兼	莊	兼		z	im	1	1	zim1		通占。～～，多也		
4760	59	3	詼	1/1		方杯	方	杯		f	ui	1	1	fui1		戲謔也。～諧		
4761	59	3	詿	1/1		光駕	光	駕		gw	aa	3	3	gwaa3		誤也。同罣		
4762	59	3	誄	1/1		郎在	郎	在		l	oi	6	6	loi6		哀死之詞也		
4763	59	3	誅	1/2		臧書	臧	書	E	z	yu	1	1	zyu1		責也，殺也，剪除也		
4763	59	3	誅	2/2	C	莊書	莊	書		z	yu	1	1	zyu1				
4764	59	3	誇	1/1		狂加	狂	加		kw	aa	1	1	kwaa1		大言也。～矜		
4765	59	3	誌	1/1		莊次	莊	次		z	i	3	3	zi3		記也。又通志		
4766	59	3	認	1/2		也競	也	競		j	ing	6	6	jing6		辨識也。又讀仞		
4766	59	3	認	2/2	A					j	an	6	6	jan6	also			
4767	59	3	誑	1/2		坤講	坤	講	E	kw	ong	2	2	kwong2		欺也。通誆		
4767	59	3	誑	2/2	C	坤降	坤	降		kw	ong	3	3	kwong3				
4768	59	3	誓	1/1		爽跪	爽	跪		s	ai	6	6	sai6		戒也，命也。～願，～師		
4769	59	3	誕	1/1		當諫	當	諫		d	aan	3	3	daan3		妄為大言也。～日，生日也		
4770	59	3	誖	1/1		邦沒	邦	沒		b	ut	6	9	but6		乖也，亂也。通悖		
4771	59	3	誘	1/1		也舅	也	舅		j	au	5	5	jau5		引也，相勸也		
4772	59	3	誚	1/1		倉呌	倉	叫		c	iu	3	3	ciu3		責也		
4773	59	3	語	1/1		也柱	也	柱		j	yu	5	5	jyu5		人問而我答之也		
4774	59	3	語	1/1		也註	也	註		j	yu	3	3	jyu3		人不問我而告之也		
4775	59	3	誠	1/1		爽瓊	爽	瓊		s	ing	4	4	sing4		真實也		
4776	59	3	誡	1/1		岡怪	岡	怪		g	aai	3	3	gaai3		通戒。告也，命也		
4777	59	3	誣	1/1		亡曹	亡	曹		m	ou	4	4	mou4		欺罔也，加罪無辜也。～告，～陷		
4778	59	3	誤	1/1		吳下去			N		ng	6	6	ng6		謬也，錯也。同悞		
4779	59	3	誥	1/1		岡報	岡	報		g	ou	3	3	gou3		告也。命官之詞		
4780	59	3	誦	1/2		藏共	藏	共	XE							稱～，～讀		
4780	59	3	誦	2/2	C	臧共	臧	共		z	ung	6	6	zung6				
4781	59	4	誨	1/1		方背	方	背		f	ui	3	3	fui3		教也		
4782	59	4	說	1/1		桑决	桑	決		s	yut	3	8	syut3		演～，解～，邪～，異～		
4783	59	4	說	1/1		爽句	爽	句		s	eoi	3	3	seoi3		遊說		
4784	59	4	說	1/1		也絕	也	絕		j	yut	6	9	jyut6		喜也。通悅		
4785	59	4	誰	1/1		爽渠	爽	渠		s	eoi	4	4	seoi4		何也		
4786	59	4	課	1/1		方個	方	個		f	o	3	3	fo3		試也，程也。～本，考～，工～，國～		
4787	59	4	誶	1/1		桑巨	桑	巨		s	eoi	6	6	seoi6		罵也。詬～		
4788	59	4	誹	1/1		方彼	方	彼		f	ei	2	2	fei2		非議也		
4789	59	4	誼	1/1		也事	也	事		j	i	6	6	ji6		通義，又交情也		
4790	59	4	誾	1/1		昂勤	昂	勤		ng	an	4	4	ngan4		～～，和悅也		
4791	59	4	調	1/1		湯橋	湯	橋		t	iu	4	4	tiu4		～停，～處，和也。～笑，嘲笑也		
4792	59	4	調	1/1		當妙	當	妙		d	iu	6	6	diu6		～查，～度，～兵，聲～，腔～		
4793	59	4	諂	1/1		創撿	創	撿		c	im	2	2	cim2		以口巴結人也		
4794	59	4	諄	1/1		莊詢	莊	詢		z	eon	1	1	zeon1		～～，誨之不倦也		
4795	59	4	諆	1/1		慷肥	慷	肥		k	ei	4	4	kei4		欺也，詆毀也		
4796	59	4	談	1/1		湯慚	湯	慚		t	aam	4	4	taam4		彼此對語也。通譚		
4797	59	4	諉	1/1		汪啟	汪	啟		w	ai	2	2	wai2		託詞推卻也		
4798	59	4	請	1/1		倉景	倉	景		c	ing	2	2	cing2		問也，求也		
4799	59	4	諍	1/1		莊掯	莊	掯		z	ang	3	3	zang3		以言正人之失也。諫～		
4800	59	4	諏	1/2		莊鳩	莊	鳩		z	au	1	1	zau1		謀也。～吉，～日，問也。又作取上平		
4800	59	4	諏	2/2	A					c	eoi	1	1	ceoi1	also			
4801	59	4	諑	1/1		當脚	當	腳		d	oek	3	8	doek3		謠～，譖訴也		
4802	59	4	諒	1/1		郎象	郎	象		l	oeng	6	6	loeng6		～能，～可，原～，見～。或通亮		
4803	59	4	諔	1/2		桑谷	桑	谷	E	s	uk	1	7	suk1		詭也		
4803	59	4	諔	2/2	C	爽谷	爽	谷		s	uk	1	7	suk1				
4804	60	1	論	1/2		郎盡	郎	盡		l	eon	6	6	leon6		言～，議～。又上平		
4804	60	1	論	2/2	A					l	eon	1	1	leon1	also			
4805	60	1	諗	1/1		爽敢	爽	敢		s	am	2	2	sam2		念也，告也		
4806	60	1	諛	1/1		也殊	也	殊		j	yu	4	4	jyu4		諂也。阿～，面～		
4807	60	1	諜	1/1		當獵	當	獵		d	ip	6	9	dip6		間～，今謂之奸細		
4808	60	1	諡	1/1		爽次	爽	次		s	i	3	3	si3		人死另取一二字以名之也		
4809	60	1	諤	1/1		昂昨	昂	昨		ng	ok	6	9	ngok6		正直之言也		
4810	60	1	諦	1/1		當計	當	計		d	ai	3	3	dai3		審也。妙～		
4811	60	1	諧	1/1		康排	康	排		h	aai	4	4	haai4		合也，調也，戲謔也。詼～		
4812	60	1	諫	1/1		岡贊	岡	贊		g	aan	3	3	gaan3		以直言正人之非也		
4813	60	1	諭	1/1		也樹	也	樹		j	yu	6	6	jyu6		告也，教也		
4814	60	1	諮	1/1		臧詩	臧	詩		z	i	1	1	zi1		謀也，問也		
4815	60	1	諱	1/1		汪計	汪	計		w	ai	3	3	wai3		隱～，忌～。又父母之名死改為諱也		
4816	60	1	諳	1/1		戇金	戇	金			am	1	1	am1		歷練，明白也。～習		
4817	60	1	諴	1/1		康慚	康	慚		h	aam	4	4	haam4		和也，誠也		
4818	60	1	諶	1/1		爽金	爽	金		s	am	1	1	sam1		信也		
4819	60	1	諷	1/1		方貢	方	貢		f	ung	3	3	fung3		託言以感人也。寄～，～諫		
4820	60	1	諸	1/1		莊書	莊	書		z	yu	1	1	zyu1		眾也。助語之疑詞也		
4821	60	1	諺	1/1		也件	也	件		j	in	6	6	jin6		俗語也		
4822	60	1	諼	1/1		康捐	康	捐		h	yun	1	1	hyun1		欺詐也，忘也。或作諠		
4823	60	1	諾	1/1		囊昨	囊	昨		n	ok	6	9	nok6		緩應之詞也，言～。畫～，簽名也		
4824	60	1	謀	1/1		亡求	亡	求		m	au	4	4	mau4		～生，～度，計～		
4825	60	1	謁	1/1		也結	也	結		j	it	3	8	jit3		請見也		
4826	60	1	謂	1/1		汪跪	汪	跪		w	ai	6	6	wai6		告語也		
4827	60	2	謄	1/1		湯層	湯	層		t	ang	4	4	tang4		鈔寫也。～錄，～正		
4828	60	2	謅	1/1		創絞	創	絞		c	aau	2	2	caau2		弄言也。胡～，妄言也		
4829	60	2	謆	1/1		爽見	爽	見		s	in	3	3	sin3		以言惑人也		
4830	60	2	謇	1/1		岡淺	岡	淺		g	in	2	2	gin2		正言也。又口舌不伶俐也		
4831	60	2	謎	1/3		亡計	亡	計		m	ai	3	3	mai3		隱語也。俗讀上上、下平。燈～，猜～		
4831	60	2	謎	2/3	A					m	ai	2	2	mai2	also			
4831	60	2	謎	3/3	A					m	ai	4	4	mai4	also			
4832	60	2	謐	1/1		亡掘	亡	掘		m	at	6	9	mat6		安靜也		
4833	60	2	謔	1/1		也略	也	略		j	oek	6	9	joek6		戲言也。諧～		
4834	60	2	謗	1/2		貧降	貧	降		p	ong	3	3	pong3		毀～。本上上聲		
4834	60	2	謗	2/2	A					p	ong	2	2	pong2	original			
4835	60	2	謙	1/1		康兼	康	兼		h	im	1	1	him1		不自滿也。～恭，～讓		
4836	60	2	講	1/1		根港	根	港		g	ong	2	2	gong2		說明也，和解也		
4837	60	2	謝	1/1		臧射	臧	射		z	e	6	6	ze6		辭去也，認過也，衰落也		
4838	60	2	謠	1/1		也橋	也	橋		j	iu	4	4	jiu4		歌也。憑虛造作之言也，～言，造～		
4839	60	2	謦	1/1		康景	康	景		h	ing	2	2	hing2		～欬，言笑也		
4840	60	2	謨	1/1		亡曹	亡	曹		m	ou	4	4	mou4		計畫也		
4841	60	2	謫	1/1		莊賊	莊	賊		z	aak	6	9	zaak6		責言也。～官，～降，貶斥也		
4842	60	2	謬	1/1		亡就	亡	就		m	au	6	6	mau6		差誤也。～妄，紕～。同繆		
4843	60	2	謳	1/1		戇鳩	戇	鳩			au	1	1	au1		歌之別調也。粵～	Y	釋義「粵」字後本為空白
4844	60	2	謹	1/1		岡滾	岡	滾		g	an	2	2	gan2		慎也，敬也		
4845	60	2	謾	1/1		亡飯	亡	飯		m	aan	6	6	maan6		欺也，慢也，罵也		
4846	60	2	譁	1/1		汪加	汪	加		w	aa	1	1	waa1		喧～。同嘩		
4847	60	2	證	1/1		莊敬	莊	敬		z	ing	3	3	zing3		～據，～驗，同証。又～候，同症		
4848	60	2	譍	1/2		也敬	也	敬		j	ing	3	3	jing3		答言也。又上平		
4848	60	2	譍	2/2	A					j	ing	1	1	jing1	also			
4849	60	2	譎	1/1		光吉	光	吉		gw	at	1	7	gwat1		詭～，奸～		
4850	60	3	譏	1/1		岡非	岡	非		g	ei	1	1	gei1		誚責也。～刺，～諷		
4851	60	3	譔	1/1		莊犯	莊	犯		z	aan	6	6	zaan6		稱說也。～述，～同		
4852	60	3	譖	1/1		倉劍	倉	劍		c	im	3	3	cim3		誣人之言也		
4853	60	3	識	1/1		爽激	爽	激		s	ik	1	7	sik1		智～，見～，常～，新～		
4854	60	3	識	1/1		莊次	莊	次		z	i	3	3	zi3		款～。通誌，記朼		
4855	60	3	譙	1/2		倉橋	倉	橋		c	iu	4	4	ciu4		～樓，更樓也。又讀誚，責也，上去聲		
4855	60	3	譙	2/2	A					c	iu	3	3	ciu3	also			
4856	60	3	譚	1/1		湯慚	湯	慚		t	aam	4	4	taam4		同談姓字有別		
4857	60	3	譜	1/1		旁稿	旁	稿		p	ou	2	2	pou2		～錄也。族～，年～		
4858	60	3	譟	1/1		倉告	倉	告		c	ou	3	3	cou3		群呼聲也		
4859	60	3	警	1/1		岡炯	岡	炯		g	ing	2	2	ging2		戒備也。～告，巡～		
4860	60	3	譫	1/1		莊兼	莊	兼		z	im	1	1	zim1		病中妄語也		
4861	60	3	譬	1/1		旁記	旁	記		p	ei	3	3	pei3		曉諭也。取～		
4862	60	3	議	1/1		也事	也	事		j	i	6	6	ji6		評論也。公～，定～，宏～，正～		
4863	60	3	譴	1/1		康剪	康	剪		h	in	2	2	hin2		責問也		
4864	60	3	護	1/1		汪父	汪	父		w	u	6	6	wu6		救助也。保～，看～		
4865	60	3	譽	1/2		也樹	也	樹		j	yu	6	6	jyu6		名～，稱～。又下平聲		
4865	60	3	譽	2/2	A					j	yu	4	4	jyu4	also			
4866	60	3	謭	1/1		臧淺	臧	淺		z	in	2	2	zin2		淺也。～陋		
4867	60	3	讀	1/1		當局	當	局		d	uk	6	9	duk6		講～，對～		
4868	60	3	讀	1/1		當就	當	就		d	au	6	6	dau6		半句也，句～		
4869	60	3	變	1/1		邦見	邦	見		b	in	3	3	bin3		更改也		
4870	60	3	讌	1/1		也見	也	見		j	in	3	3	jin3		會飲也，同宴		
4871	60	3	讎	1/1		創求	創	求		c	au	4	4	cau4		對答也，匹也，應驗也，仇敵也		
4872	60	3	讒	1/1		倉南	倉	南		c	aam	4	4	caam4		造言之毀人也		
4873	60	4	讓	1/1		也象	也	象		j	oeng	6	6	joeng6		謙退也，又以言責人也		
4874	60	4	讕	1/1		郎凡	郎	凡		l	aan	4	4	laan4		誣言也		
