# 資料庫版本: 2018-10-31
編號	頁	欄	字	紀錄	紀錄標記 (空白:主條目;C:勘誤欄;A:約解讀音)	廣話切	統一反切上字	統一反切下字	反切標記	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	粵拼	現代粵音:標記	約解	經校訂修正	校訂註
1163	19	1	岑	1/1		爽禽	爽	禽		s	am	4	4	sam4		山小而高也。又姓		
1164	19	1	岔	1/1		創駕	創	駕		c	aa	3	3	caa3		三叉路也		
1165	19	1	岡	1/1		根光	根	光		g	ong	1	1	gong1		山脊也。又山之統名		
1166	19	1	岩	1/1		昂慚	昂	慚		ng	aam	4	4	ngaam4		俗巖字		
1167	19	2	岫	1/1		臧埠	臧	埠		z	au	6	6	zau6		山穴也		
1168	19	2	岱	1/1		當在	當	在		d	oi	6	6	doi6		泰山也		
1169	19	2	岳	1/1		昂昨	昂	昨		ng	ok	6	9	ngok6		五嶽。～丈，妻父，以泰山有丈人峰也		
1170	19	2	岵	1/2		汪古	汪	古		w	u	2	2	wu2		山也。又讀古		
1170	19	2	岵	2/2	A					g	u	2	2	gu2	also			
1171	19	2	岷	1/1		亡勤	亡	勤		m	an	4	4	man4		山名		
1172	19	2	岸	1/1		昂汗	昂	汗		ng	on	6	6	ngon6		水厓高處也。魁～，雄傑也。～幘，露額		
1173	19	2	峒	1/1		湯窮	湯	窮		t	ung	4	4	tung4		崆～，山名，今甘肅笄頭山		
1174	19	2	峙	1/3		創至	創	至	E	c	i	3	3	ci3		屹立也。又讀至		
1174	19	2	峙	2/3	C	創市	創	市		c	i	5	5	ci5				
1174	19	2	峙	3/3	A					z	i	3	3	zi3	also			
1175	19	2	峝	1/1		當共	當	共		d	ung	6	6	dung6		苗蠻所居也		
1176	19	2	峩	1/1		昂磨	昂	磨		ng	o	4	4	ngo4		高也		
1177	19	2	峪	1/1		岡曲	岡	曲		g	uk	1	7	guk1		嘉～關		
1178	19	2	峭	1/2		倉呌	倉	叫		c	iu	3	3	ciu3		峻拔也，急也，嚴厲也。或上上聲		
1178	19	2	峭	2/2	A					c	iu	2	2	ciu2	also			
1179	19	2	峯	1/1		方恭	方	恭		f	ung	1	1	fung1		山直上而銳也		
1180	19	2	峴	1/1		康剪	康	剪		h	in	2	2	hin2		山名		
1181	19	2	島	1/1		當稿	當	稿		d	ou	2	2	dou2		海中有山可居住也。孤～，半～，～國		
1182	19	2	峻	1/1		臧信	臧	信		z	eon	3	3	zeon3		高也，大也，急也		
1183	19	2	峽	1/1		康甲	康	甲		h	aap	3	8	haap3		山峭夾水也。過～		
1184	19	2	崆	1/1		康恭	康	恭		h	ung	1	1	hung1		～峒，見上		
1185	19	2	崇	1/1		爽窮	爽	窮		s	ung	4	4	sung4		高也，貴也，重也，聚也，終也		
1186	19	2	崎	1/1		慷基	慷	基		k	ei	1	1	kei1		～嶇，路不平也		
1187	19	2	崑	1/1		光根	光	根		gw	an	1	1	gwan1		～崙，山名		
1188	19	2	崔	1/1		倉居	倉	居		c	eoi	1	1	ceoi1		高大也		
1189	19	2	崖	1/1		昂排	昂	排		ng	aai	4	4	ngaai4		山邊也		
1190	19	3	崗	1/1		根光	根	光		g	ong	1	1	gong1		同岡。巡警站處曰～		
1191	19	3	崙	1/1		郎廵	郎	巡		l	eon	4	4	leon4		崑～		
1192	19	3	崛	1/1		光疾	光	疾		gw	at	6	9	gwat6		特起也		
1193	19	3	崢	1/1		莊更	莊	更		z	ang	1	1	zang1		～嶸，高峻也		
1194	19	3	崧	1/2		桑拱	桑	拱	E	s	ung	2	2	sung2		高也		
1194	19	3	崧	2/2	C	桑恭	桑	恭		s	ung	1	1	sung1				
1195	19	3	崩	1/1		邦更	邦	更		b	ang	1	1	bang1		山壞也，墜下也		
1196	19	3	崽	1/2		爽解	爽	解	E	s	aai	2	2	saai2		無賴之人也		
1196	19	3	崽	2/2	C	臧觧	臧	解		z	aai	2	2	zaai2				
1197	19	3	嵋	1/1		亡肥	亡	肥		m	ei	4	4	mei4		峨～，山名		
1198	19	3	嵌	1/2		康扲	康	扲		h	am	6	6	ham6		陷入也，張開也。又上平		
1198	19	3	嵌	2/2	A					h	aam	1	1	haam1	also			
1199	19	3	嵎	1/1		也殊	也	殊		j	yu	4	4	jyu4		山之曲處也。負隅		
1200	19	3	嵐	1/1		郎慚	郎	慚		l	aam	4	4	laam4		山氣蒸潤也		
1201	19	3	嵩	1/1		桑恭	桑	恭		s	ung	1	1	sung1		～山，名曰中岳，在河南省		
1202	19	3	嵬	1/1		昂齊	昂	齊		ng	ai	4	4	ngai4		崔～，高而不平也		
1203	19	3	嶇	1/1		慷居	慷	居		k	eoi	1	1	keoi1		崎～，見上		
1204	19	3	嶠	1/2		岡小	岡	小		g	iu	2	2	giu2		山尖而高也。又下平		
1204	19	3	嶠	2/2	A					k	iu	4	4	kiu4	also			
1205	19	3	嶸	1/1		汪瓊	汪	瓊		w	ing	4	4	wing4		崢～，高起也		
1206	19	3	嶼	1/1		臧巨	臧	巨		z	eoi	6	6	zeoi6		水中小山也		
1207	19	3	嶺	1/1		郎皿	郎	皿		l	ing	5	5	ling5		山嶺可通道路也		
1208	19	3	嶽	1/1		昂昨	昂	昨		ng	ok	6	9	ngok6		山高而峻也。同岳		
1209	19	3	巍	1/1		昂齊	昂	齊		ng	ai	4	4	ngai4		高大也		
1210	19	3	巒	1/1		郎權	郎	權		l	yun	4	4	lyun4		山之回曲綿連者也		
1211	19	3	巔	1/1		當堅	當	堅		d	in	1	1	din1		山頂也		
1212	19	3	巖	1/1		昂慚	昂	慚		ng	aam	4	4	ngaam4		山之高峻也，險要之地也		
1213	19	4	川	1/1		創捐	創	捐		c	yun	1	1	cyun1		流水也。常～，駐所辦事。～資，旅費也		
1214	19	4	州	1/1		莊鳩	莊	鳩		z	au	1	1	zau1		聚也，古有九～。～縣，一～一縣也		
1215	19	4	巡	1/1		倉倫	倉	倫		c	eon	4	4	ceon4		～行也。逡～，卻退不敢前行也		
1216	19	4	巢	1/1		倉刨	倉	刨		c	aau	4	4	caau4		鳥～，盜～，賊～		
1217	19	4	工	1/1		岡宗	岡	宗		g	ung	1	1	gung1		匠也，巧也，善其事也。～業，～商		
1218	19	4	左	1/1		臧果	臧	果		z	o	2	2	zo2		～便也，不正也，證據也，袒幫也		
1219	19	4	巧	1/1		康絞	康	絞		h	aau	2	2	haau2		技也，能也，偽也，湊巧也		
1220	19	4	巨	1/1		岡瑞	岡	瑞		g	eoi	6	6	geoi6		大也		
1221	19	4	巫	1/1		亡曹	亡	曹		m	ou	4	4	mou4		祝也		
1222	19	4	差	1/1		創加	創	加		c	aa	1	1	caa1		～錯，～悞		
1223	19	4	差	1/1		創街	創	街		c	aai	1	1	caai1		～使，命人作事也。當～，為人作事也		
1224	19	4	差	1/1		倉詩	倉	詩		c	i	1	1	ci1		次也。參～，不齊也		
1225	19	4	差	1/1		創怪	創	怪		c	aai	3	3	caai3		病小愈也，～強人意		
1226	19	4	己	1/1		岡匪	岡	匪		g	ei	2	2	gei2		自己也，私也		
1227	19	4	已	1/1		也市	也	市		j	i	5	5	ji5		止也，成也，畢也，太也。～而，一陣間		
1228	19	4	巳	1/1		臧事	臧	事		z	i	6	6	zi6		午前九點至十一點也		
1229	19	4	巴	1/1		邦加	邦	加		b	aa	1	1	baa1		地名。～陵，～蜀。又南美洲古～		
1230	19	4	巷	1/1		康望	康	望		h	ong	6	6	hong6		里中小道也		
1231	19	4	巽	1/1		桑進	桑	進		s	eon	3	3	seon3		入也，卑順也。又卦名		
1232	20	1	巾	1/1		岡君	岡	君		g	an	1	1	gan1		手～也，覆物～也。又頭～，帽也		
1233	20	1	帀	1/1		莊刮	莊	刮		z	aat	3	8	zaat3		同匝。周～		
1234	20	1	市	1/1		爽以	爽	以		s	i	5	5	si5		～塲也，買也		
1235	20	1	布	1/1		邦告	邦	告		b	ou	3	3	bou3		～匹。又陳也，分也，宣告也。貨～，錢也		
1236	20	1	帆	1/1		方蘭	方	蘭		f	aan	4	4	faan4		𢃇也。挂帆，布～。通䬚		
1237	20	1	希	1/1		康基	康	基		h	ei	1	1	hei1		少也，望也，無聲也		
1238	20	1	帑	1/1		囊曹	囊	曹		n	ou	4	4	nou4		妻子也		
1239	20	1	帑	1/1		他講	他	講		t	ong	2	2	tong2		金銀所藏之府也		
1240	20	1	帔	1/1		旁基	旁	基		p	ei	1	1	pei1		今之背心		
1241	20	1	帕	1/2		旁駕	旁	駕	E	p	aa	3	3	paa3		額巾也。手～，手巾也		
1241	20	1	帕	2/2	C	旁格	旁	格		p	aak	3	8	paak3				
1242	20	1	帖	1/1		湯接	湯	接		t	ip	3	8	tip3		柬～，法～。～服，服也。妥～，定也		
1243	20	1	帘	1/1		郎鉗	郎	鉗		l	im	4	4	lim4		酒旗也		
1244	20	1	帙	1/1		當傑	當	傑		d	it	6	9	dit6		小囊也，又一冊書也		
1245	20	1	帚	1/1		莊苟	莊	苟		z	au	2	2	zau2		掃把也		
1246	20	1	帛	1/1		邦賊	邦	賊		b	aak	6	9	baak6		絲綢之總名也		
1247	20	1	帝	1/1		當計	當	計		d	ai	3	3	dai3		君之至尊者也，神之至尊者也		
1248	20	1	帟	1/1		也極	也	極		j	ik	6	9	jik6		布帳也		
1249	20	1	帥	1/1		爽句	爽	句		s	eoi	3	3	seoi3		將～，元～		
1250	20	1	帥	1/1		桑卒	桑	卒		s	eot	1	7	seot1		統率也，遵也，循也		
1251	20	1	帨	1/1		爽句	爽	句		s	eoi	3	3	seoi3		手巾也		
1252	20	1	師	1/1		桑之	桑	之		s	i	1	1	si1		眾也，軍人也，教～也，效法也，京～也		
1253	20	1	席	1/1		臧極	臧	極		z	ik	6	9	zik6		臥具也，資也，因也，席位也		
1254	20	2	帡	1/1		旁瓊	旁	瓊		p	ing	4	4	ping4		覆也。～幪		
1255	20	2	帳	1/1		莊向	莊	向		z	oeng	3	3	zoeng3		牀帳也，營幕也，計簿也。與賬通		
1256	20	2	帶	1/1		當界	當	界		d	aai	3	3	daai3		衣帶也，佩也。一～，地方也		
1257	20	2	常	1/1		爽祥	爽	祥		s	oeng	4	4	soeng4		恒也，久也，平常也，又丈六尺也		
1258	20	2	帷	1/1		汪齊	汪	齊		w	ai	4	4	wai4		簾也，幔也，幕也		
1259	20	2	帽	1/1		亡做	亡	做		m	ou	6	6	mou6		覆首之物也		
1260	20	2	幀	1/1		莊經	莊	經		z	ing	1	1	zing1		畫一幅為～		
1261	20	2	幃	1/1		汪齊	汪	齊		w	ai	4	4	wai4		單帳也，香囊也		
1262	20	2	幄	1/1		戇克	戇	克			aak	1	7	aak1		帳幕也		
1263	20	2	幅	1/1		方谷	方	谷		f	uk	1	7	fuk1		邊也，成～也		
1264	20	2	幔	1/1		亡犯	亡	犯		m	aan	6	6	maan6		帳也		
1265	20	2	幕	1/1		亡各	亡	各		m	ok	3	8	mok3		帳在上也。～友，官之治文書者也		
1266	20	2	幗	1/1		昆各	昆	各		gw	ok	3	8	gwok3		婦人首飾以為遮蔽也		
1267	20	2	幘	1/1		莊格	莊	格		z	aak	3	8	zaak3		覆髮之巾也		
1268	20	2	幢	1/1		叉狂	叉	狂		c	ong	4	4	cong4		旌旗之屬。又讀堂		
1269	20	2	幣	1/1		邦跪	邦	跪		b	ai	6	6	bai6		帛也，財用也。～帛，銀～，錢～		
1270	20	2	幟	1/1		創次	創	次		c	i	3	3	ci3		旌旗之屬		
1271	20	2	幫	1/1		奔岡	奔	岡		b	ong	1	1	bong1		助也，同党也。同帮		
1272	20	2	幪	1/1		亡窮	亡	窮		m	ung	4	4	mung4		覆也		
1273	20	2	干	1/1		岡安	岡	安		g	on	1	1	gon1		犯也，求也，盾也，水邊也，關涉也。若～		
1274	20	2	平	1/1		旁瓊	旁	瓊		p	ing	4	4	ping4		～正也，～治也，～定也，均也，無奇也		
1275	20	2	年	1/1		囊虔	囊	虔		n	in	4	4	nin4		歲也，～齡也。有～，豐熟也		
1276	20	3	并	1/1		旁經	旁	經		p	ing	1	1	ping1		合也。又古州名。又同並		
1277	20	3	幸	1/1		康贈	康	贈		h	ang	6	6	hang6		福也，私愛也，非分而得也		
1278	20	3	幹	1/1		岡漢	岡	漢		g	on	3	3	gon3		軆也，樹身也。才～，能辦事也		
1279	20	3	⼳	1/1		也嬌	也	嬌		j	iu	1	1	jiu1		小也		
1280	20	3	幻	1/1		汪犯	汪	犯		w	aan	6	6	waan6		詐惑也，假而似真也。～景，～夢		
1281	20	3	幼	1/1		也救	也	救		j	au	3	3	jau3		小也，細微也		
1282	20	3	幽	1/1		也鳩	也	鳩		j	au	1	1	jau1		隱也，暗也，囚也。～雅，～人		
1283	20	3	幾	1/1		岡非	岡	非		g	ei	1	1	gei1		微也，察也，將及也		
1284	20	3	幾	1/1		岡匪	岡	匪		g	ei	2	2	gei2		～多也		
1285	20	3	庀	1/1		邦記	邦	記		b	ei	3	3	bei3		治也		
1286	20	3	庄	1/1		渣岡	渣	岡		z	ong	1	1	zong1		村～，～口，書～，衣～		
1287	20	3	庇	1/1		邦記	邦	記		b	ei	3	3	bei3		～護，～蔭，託～		
1288	20	3	庋	1/2		岡子	岡	子	E	g	i	2	2	gi2		收藏也		
1288	20	3	庋	2/2	C	光啟	光	啟		gw	ai	2	2	gwai2				
1289	20	3	序	1/1		臧巨	臧	巨		z	eoi	6	6	zeoi6		次～也，古學校之名也		
1290	20	3	底	1/1		當啟	當	啟		d	ai	2	2	dai2		下也，止也。何也，～事		
1291	20	3	庖	1/1		旁巢	旁	巢		p	aau	4	4	paau4		廚也		
1292	20	3	店	1/1		當劍	當	劍		d	im	3	3	dim3		商～，客～		
1293	20	3	庚	1/1		岡肱	岡	肱		g	ang	1	1	gang1		道也，年紀也		
1294	20	3	府	1/1		方古	方	古		f	u	2	2	fu2		聚也，第宅也，政府衙門也		
1295	20	3	庠	1/1		倉良	倉	良		c	oeng	4	4	coeng4		古學校之名		
1296	20	3	庥	1/1		也鳩	也	鳩		j	au	1	1	jau1		庇蔭也。又通休，美也		
1297	20	4	度	1/1		當做	當	做		d	ou	6	6	dou6		丈尺也，法～也，過～也，～量也		
1298	20	4	度	1/1		當昨	當	昨		d	ok	6	9	dok6		謀也，～準也，量～也		
1299	20	4	座	1/1		臧懦	臧	懦		z	o	6	6	zo6		位也，物一具也		
1300	20	4	庫	1/1		方故	方	故		f	u	3	3	fu3		藏物之處也。土～，銀～		
1301	20	4	庭	1/1		湯瓊	湯	瓊		t	ing	4	4	ting4		堂階之前也。逕～，隔遠也		
1302	20	4	庵	1/1		戇金	戇	金			am	1	1	am1		草舍也		
1303	20	4	庶	1/1		爽註	爽	註		s	yu	3	3	syu3		眾也，妾之子也。～幾，近也		
1304	20	4	康	1/1		蝦岡	蝦	岡		h	ong	1	1	hong1		樂也，安也。～莊，大道也		
1305	20	4	庸	1/1		也窮	也	窮		j	ung	4	4	jung4		用也，常也，豈也。無～，～人，～碌		
1306	20	4	庾	1/1		也樹	也	樹		j	yu	6	6	jyu6		倉也。又姓		
1307	20	4	廁	1/1		倉至	倉	至		c	i	3	3	ci3		便所也。牀之邊側也。立也，～身其中		
1308	20	4	廂	1/1		桑薑	桑	薑		s	oeng	1	1	soeng1		廊側之房也		
1309	20	4	廈	1/1		康罵	康	罵		h	aa	6	6	haa6		大屋也		
1310	20	4	廉	1/1		郎鉗	郎	鉗		l	im	4	4	lim4		側隅也，起角也，察也，清～也，官俸也		
1311	20	4	廊	1/1		拉狂	拉	狂		l	ong	4	4	long4		堂邊巡廊也		
1312	20	4	廑	1/1		慷群	慷	羣		k	an	4	4	kan4		～念，～注，關切也。又同僅		
1313	20	4	廓	1/1		狂各	狂	各		kw	ok	3	8	kwok3		大也，空也。～清		
1314	20	4	廚	1/1		創渠	創	渠		c	eoi	4	4	ceoi4		～房也。又櫃也。衣～，書～，紗～		
1315	20	4	廛	1/1		創虔	創	虔		c	in	4	4	cin4		市中鋪戶也，猶言起成賃與人者		
1316	20	4	廐	1/1		岡扣	岡	扣		g	au	3	3	gau3		馬房也		
1317	20	4	廝	1/1		桑之	桑	之		s	i	1	1	si1		～役，使喚之人也		
1318	20	4	廟	1/1		亡料	亡	料		m	iu	6	6	miu6		宗～也，神～也		
1319	20	4	廠	1/1		叉講	叉	講		c	ong	2	2	cong2		屋之無壁者也。工～，製造～		
1320	21	1	廡	1/2		亡抱	亡	抱		m	ou	5	5	mou5		廊也，又繁盛也。又下平		
1320	21	1	廡	2/2	A					m	ou	4	4	mou4	also			
1321	21	1	廢	1/1		方計	方	計		f	ai	3	3	fai3		止也，毀壞無用也。～人，～物		
1322	21	1	廣	1/1		昆講	昆	講		gw	ong	2	2	gwong2		大也，闊也		
1323	21	1	廩	1/1		郎妗	郎	妗		l	am	5	5	lam5		藏米之處也，給也		
1324	21	1	廬	1/1		郎曹	郎	曹		l	ou	4	4	lou4		屋舍也		
1325	21	1	廱	1/1		也恭	也	恭		j	ung	1	1	jung1		同雍。辟～，古學校名		
1326	21	1	廳	1/1		湯驚	湯	驚		t	eng	1	1	teng1		～屋也，官府治事之所也		
1327	21	1	延	1/1		也虔	也	虔		j	in	4	4	jin4		長也，遠也，引也，納也，及也		
1328	21	1	廷	1/1		湯瓊	湯	瓊		t	ing	4	4	ting4		行政之所也		
1329	21	1	建	1/1		岡線	岡	線		g	in	3	3	gin3		立也，置也。～築，～設，～白		
1330	21	1	廻	1/1		汪梅	汪	梅		w	ui	4	4	wui4		同回，～翔。遲～，慎重也		
1331	21	1	卄	1/1		也射	也	射		j	e	6	6	je6		二十也		
1332	21	1	弁	1/1		邦見	邦	見		b	in	3	3	bin3		皮冠也，急也，戰懼也，武職之小者也		
1333	21	1	弄	1/1		郎共	郎	共		l	ung	6	6	lung6		玩也，戲也。～璋，生子也。～孫，～飯		
1334	21	1	弈	1/1		也極	也	極		j	ik	6	9	jik6		圍棋也		
1335	21	1	弊	1/1		邦跪	邦	跪		b	ai	6	6	bai6		惡也，壞也，困也，斷也，作奸偽也		
1336	21	1	弋	1/1		也極	也	極		j	ik	6	9	jik6		射也，取也		
1337	21	1	式	1/1		爽激	爽	激		s	ik	1	7	sik1		法也，樣也，禮度也，敬也		
1338	21	1	弒	1/1		爽次	爽	次		s	i	3	3	si3		以下殺上也		
1339	21	2	弓	1/1		岡宗	岡	宗		g	ung	1	1	gung1		～箭，～口		
1340	21	2	弔	1/1		當呌	當	叫		d	iu	3	3	diu3		～喪也，傷也，愍也，懸也，掛也		
1341	21	2	引	1/1		也憤	也	憤		j	an	5	5	jan5		～導也，延長也，卻退也		
1342	21	2	弗	1/1		方吉	方	吉		f	at	1	7	fat1		不也		
1343	21	2	弘	1/1		汪層	汪	層		w	ang	4	4	wang4		大也，擴大之也。同宏		
1344	21	2	弛	1/1		創市	創	市		c	i	5	5	ci5		放也，緩也。一張一～		
1345	21	2	弟	1/1		當跪	當	跪		d	ai	6	6	dai6		細佬也，順事其兄也		
1346	21	2	弢	1/1		湯高	湯	高		t	ou	1	1	tou1		弓衣也		
1347	21	2	弦	1/2		也虔	也	虔	E3	j	in	4	4	jin4		弓弦也，急也		
1347	21	2	弦	2/2	C	也權	也	權		j	yun	4	4	jyun4				
1348	21	2	弧	1/1		汪扶	汪	扶		w	u	4	4	wu4		木弓也		
1349	21	2	弩	1/1		囊母	囊	母		n	ou	5	5	nou5		窩弓也		
1350	21	2	弭	1/2		囊忌	囊	忌		n	ei	6	6	nei6		息也，止也。又讀米		
1350	21	2	弭	2/2	A					m	ai	5	5	mai5	also			
1351	21	2	弱	1/1		也略	也	略		j	oek	6	9	joek6		不足也。～年，少年。柔～，文～，～種，～國		
1352	21	2	張	1/1		莊薑	莊	薑		z	oeng	1	1	zoeng1		開也，設也		
1353	21	2	强	1/1		慷祥	慷	祥		k	oeng	4	4	koeng4		壯也，盛也，大也。又有餘也，～半		
1354	21	2	强	1/1		慷養	慷	養		k	oeng	5	5	koeng5		勉～		
1355	21	2	弼	1/1		邦掘	邦	掘		b	at	6	9	bat6		輔佐也		
1356	21	2	彀	1/1		岡扣	岡	扣		g	au	3	3	gau3		開弓至滿也，足用也。同够		
1357	21	2	彈	1/1		當犯	當	犯		d	aan	6	6	daan6		彈子也。砲～，～丸		
1358	21	2	彈	1/1		湯凡	湯	凡		t	aan	4	4	taan4		擊也，劾也，撥絃也		
1359	21	2	彌	1/1		囊肥	囊	肥		n	ei	4	4	nei4		徧也，滿也，遠也，益發也，更加也		
1360	21	2	彎	1/1		汪奸	汪	奸		w	aan	1	1	waan1		屈也，曲也		
1361	21	3	彖	1/2		湯幹	湯	幹		t	on	3	3	ton3		～辭，以論一卦之體也。或讀漢		
1361	21	3	彖	2/2	A					h	on	3	3	hon3	also			
1362	21	3	彗	1/1		汪跪	汪	跪		w	ai	6	6	wai6		帚也，～星也		
1363	21	3	彙	1/2		郎巨	郎	巨		l	eoi	6	6	leoi6		類也，湊集也。本讀位		
1363	21	3	彙	2/2	A					w	ai	6	6	wai6	original			
1364	21	3	彛	1/1		也時	也	時		j	i	4	4	ji4		常也		
1365	21	3	形	1/1		也瓊	也	瓊		j	ing	4	4	jing4		～象也，～容也，現也，地勢也		
1366	21	3	彤	1/1		湯窮	湯	窮		t	ung	4	4	tung4		赤也		
1367	21	3	彥	1/1		也件	也	件		j	in	6	6	jin6		美士也		
1368	21	3	彧	1/1		也谷	也	谷		j	uk	1	7	juk1		有文彩也，茂盛也		
1369	21	3	彩	1/1		倉改	倉	改		c	oi	2	2	coi2		光～也		
1370	21	3	彪	1/1		邦嬌	邦	嬌		b	iu	1	1	biu1		小虎也，形現於外也		
1371	21	3	彫	1/1		當嬌	當	嬌		d	iu	1	1	diu1		刻也，零落也。雕、琱並通		
1372	21	3	彬	1/1		邦根	邦	根		b	an	1	1	ban1		文質兼備也		
1373	21	3	彭	1/1		旁盲	旁	盲		p	aang	4	4	paang4		姓也，強盛也。～亨，漲滿也		
1374	21	3	彰	1/1		莊薑	莊	薑		z	oeng	1	1	zoeng1		著也，明旨也。昭～，～～		
1375	21	3	影	1/1		也景	也	景		j	ing	2	2	jing2		物之陰影也。形～，～响		
1376	21	3	彷	1/1		貧狂	貧	狂		p	ong	4	4	pong4		～徨，意不安也。～徉，徘徊也		
1377	21	3	彷	1/1		分講	分	講		f	ong	2	2	fong2		～彿，相似也		
1378	21	3	役	1/1		也極	也	極		j	ik	6	9	jik6		使～也，服～也，守邊也，軍旅之事也		
1379	21	3	彼	1/1		邦匪	邦	匪		b	ei	2	2	bei2		佢也，與其字、他字同解		
1380	21	3	彿	1/1		方吉	方	吉		f	at	1	7	fat1		彷～		
1381	21	4	往	1/1		蛙網	蛙	網		w	ong	5	5	wong5		去也，昔也。～～，約舉之詞也		
1382	21	4	征	1/1		莊經	莊	經		z	ing	1	1	zing1		行也，～伐也，收稅也		
1383	21	4	徂	1/1		倉毛	倉	毛		c	ou	4	4	cou4		往也，至也		
1384	21	4	待	1/1		當在	當	在		d	oi	6	6	doi6		等也，接待也		
1385	21	4	徇	1/2		桑進	桑	進		s	eon	3	3	seon3		以事告於人也，心所慕也。周遍，上平		
1385	21	4	徇	2/2	A					s	eon	1	1	seon1	proper_noun			
1386	21	4	很	1/2		康謹	康	謹		h	an	2	2	han2		甚也，極也。或作勤字上上聲		
1386	21	4	很	2/2	A					k	an	2	2	kan2	also			
1387	21	4	徊	1/1		汪梅	汪	梅		w	ui	4	4	wui4		徘～，行不進也		
1388	21	4	律	1/1		郎述	郎	述		l	eot	6	9	leot6		法也，樂～也。一～，一概也		
1389	21	4	後	1/1		康就	康	就		h	au	6	6	hau6		在～也。同后。～嗣也		
1390	21	4	徐	1/1		倉渠	倉	渠		c	eoi	4	4	ceoi4		緩也，安檼也		
1391	21	4	徑	1/1		岡性	岡	性		g	ing	3	3	ging3		小路也，直也		
1392	21	4	徒	1/1		湯曹	湯	曹		t	ou	4	4	tou4		步行也，步卒也，眾也，但也，空也。～形		
1393	21	4	得	1/1		當塞	當	塞		d	ak	1	7	dak1		能也，獲也，貪也		
1394	21	4	徘	1/2		旁懷	旁	懷		p	aai	4	4	paai4		～徊，見上。又讀陪		
1394	21	4	徘	2/2	A					p	ui	4	4	pui4	also			
1395	21	4	徙	1/1		桑觧	桑	解		s	aai	2	2	saai2		遷居也		
1396	21	4	從	1/1		倉窮	倉	窮		c	ung	4	4	cung4		就也，隨也，聽從也		
1397	21	4	從	1/1		桑公	桑	公		s	ung	1	1	sung1		～容，不逼也		
1398	21	4	從	1/1		臧共	臧	共		z	ung	6	6	zung6		僕～，使喚人也。首～，正～，正副也		
1399	21	4	御	1/1		也樹	也	樹		j	yu	6	6	jyu6		駕車也，統治也，進奉也，禦也		
1400	21	4	御	1/1		昂罵	昂	罵		ng	aa	6	6	ngaa6		相迎也		
1401	21	4	徧	1/1		旁見	旁	見		p	in	3	3	pin3		周也，匝也		
1402	21	4	徨	1/1		蛙狂	蛙	狂		w	ong	4	4	wong4		彷～，見上。亦作徬徨		
1403	21	4	復	1/1		方局	方	局		f	uk	6	9	fuk6		返也，還也，答也		
1404	22	1	復	1/1		方谷	方	谷		f	uk	1	7	fuk1		反覆也，重複也，免除也。通複、覆		
1405	22	1	復	1/1		方就	方	就		f	au	6	6	fau6		又也，再也		
1406	22	1	循	1/1		倉倫	倉	倫		c	eon	4	4	ceon4		依也，巡也		
1407	22	1	徭	1/1		也橋	也	橋		j	iu	4	4	jiu4		役也		
1408	22	1	微	1/1		亡肥	亡	肥		m	ei	4	4	mei4		細也，小也，無也，衰也，隱也，伺察也		
1409	22	1	徵	1/1		莊經	莊	經		z	ing	1	1	zing1		召也，收也，憑據也		
1410	22	1	徵	1/1		莊史	莊	史		z	i	2	2	zi2		五聲之一也		
1411	22	1	德	1/1		當塞	當	塞		d	ak	1	7	dak1		有得於心也，惠也，感恩也		
1412	22	1	徹	1/1		創結	創	結		c	it	3	8	cit3		通也，去也		
1413	22	1	徼	1/2		岡笑	岡	笑		g	iu	3	3	giu3		邊地也。又要求也，上平		
1413	22	1	徼	2/2	A					g	iu	1	1	giu1	also			
1414	22	1	徼	1/1		康嬌	康	嬌		h	iu	1	1	hiu1		徼幸也，伺察也，遮也		
1415	22	1	徽	1/1		方雞	方	雞		f	ai	1	1	fai1		安～，省名。又美也，～章		
1416	22	1	心	1/1		桑金	桑	金		s	am	1	1	sam1		～臟也，中～也		
1417	22	1	必	1/1		邊上入			N	b	it	1	7	bit1		一定也，果也		
1418	22	1	忌	1/1		岡味	岡	味		g	ei	6	6	gei6		憎惡也，～諱也，妒～也		
1419	22	1	忍	1/2		也敏	也	敏	E5	j	an	5	5	jan5		耐也，強忍也，無仁心也		
1419	22	1	忍	2/2	C	也緊	也	緊		j	an	2	2	jan2				
1420	22	1	忒	1/1		湯激	湯	激		t	ik	1	7	tik1		差也，太也		
1421	22	1	忐	1/1		湯簡	湯	簡		t	aan	2	2	taan2		～忑，心虛也		
1422	22	1	忑	1/1		湯激	湯	激		t	ik	1	7	tik1		見上		
1423	22	1	忖	1/1		創捲	創	捲		c	yun	2	2	cyun2		想度也		
1424	22	1	志	1/1		莊次	莊	次		z	i	3	3	zi3		心之所向也，記其事也		
1425	22	1	忘	1/2		蚊狂	蚊	狂		m	ong	4	4	mong4		忘記也，遺失也。又下去聲，讀望		
1425	22	1	忘	2/2	A					m	ong	6	6	mong6	also			
1426	22	2	忙	1/1		蚊狂	蚊	狂		m	ong	4	4	mong4		心迫也，事繁也		廣話切本作「同右」
1427	22	2	忝	1/1		湯撿	湯	撿		t	im	2	2	tim2		辱也，自謙之詞也		
1428	22	2	忠	1/1		莊恭	莊	恭		z	ung	1	1	zung1		盡心也		
1429	22	2	忡	1/1		創恭	創	恭		c	ung	1	1	cung1		憂心也		
